date,region_code,region_name,indicador,unidad,valor,unidad_original,dimension,agregacion
2018-01-01,05,Valparaíso,venta_intrarregional,pesos,411939311437.21,miles de millones de pesos,dinero,total
2018-01-01,06,O'Higgins,compra_interregional,pesos,354181673331.25,miles de millones de pesos,dinero,total
2018-01-01,06,O'Higgins,compra_intrarregional,pesos,234952439423.65,miles de millones de pesos,dinero,total
2018-01-01,06,O'Higgins,facturas_compra_interregional,unidades,658994.0,miles de unidades,conteo,total
2018-01-01,06,O'Higgins,facturas_venta_interregional,unidades,220047.0,miles de unidades,conteo,total
2018-01-01,06,O'Higgins,venta_interregional,pesos,239632561502.1,miles de millones de pesos,dinero,total
2018-01-01,06,O'Higgins,venta_intrarregional,pesos,234952439423.65,miles de millones de pesos,dinero,total
2018-01-01,07,Maule,compra_interregional,pesos,296161811806.22,miles de millones de pesos,dinero,total
2018-01-01,07,Maule,compra_intrarregional,pesos,237922913298.69998,miles de millones de pesos,dinero,total
2018-01-01,07,Maule,facturas_compra_interregional,unidades,614178.0,miles de unidades,conteo,total
2018-01-01,07,Maule,facturas_venta_interregional,unidades,494271.0,miles de unidades,conteo,total
2018-01-01,07,Maule,venta_interregional,pesos,253493319056.79,miles de millones de pesos,dinero,total
2018-01-01,07,Maule,venta_intrarregional,pesos,237922913298.69998,miles de millones de pesos,dinero,total
2018-01-01,08,Biobío,compra_interregional,pesos,457527413709.97003,miles de millones de pesos,dinero,total
2018-01-01,08,Biobío,compra_intrarregional,pesos,389046804971.05,miles de millones de pesos,dinero,total
2018-01-01,08,Biobío,facturas_compra_interregional,unidades,938137.0,miles de unidades,conteo,total
2018-01-01,08,Biobío,facturas_venta_interregional,unidades,397103.0,miles de unidades,conteo,total
2018-01-01,08,Biobío,venta_interregional,pesos,517167688829.41003,miles de millones de pesos,dinero,total
2018-01-01,08,Biobío,venta_intrarregional,pesos,389046804971.05,miles de millones de pesos,dinero,total
2018-01-01,09,La Araucanía,compra_interregional,pesos,233881060827.13,miles de millones de pesos,dinero,total
2018-01-01,09,La Araucanía,compra_intrarregional,pesos,184411741528.62997,miles de millones de pesos,dinero,total
2018-01-01,09,La Araucanía,facturas_compra_interregional,unidades,534802.0,miles de unidades,conteo,total
2018-01-01,09,La Araucanía,facturas_venta_interregional,unidades,281380.0,miles de unidades,conteo,total
2018-01-01,09,La Araucanía,venta_interregional,pesos,174318655923.30002,miles de millones de pesos,dinero,total
2018-01-01,09,La Araucanía,venta_intrarregional,pesos,184411741528.62997,miles de millones de pesos,dinero,total
2018-01-01,10,Los Lagos,compra_interregional,pesos,377990363560.89,miles de millones de pesos,dinero,total
2018-01-01,10,Los Lagos,compra_intrarregional,pesos,397669634986.01,miles de millones de pesos,dinero,total
2018-01-01,10,Los Lagos,facturas_compra_interregional,unidades,593314.0,miles de unidades,conteo,total
2018-01-01,10,Los Lagos,facturas_venta_interregional,unidades,300515.0,miles de unidades,conteo,total
2018-01-01,10,Los Lagos,venta_interregional,pesos,216691722099.0,miles de millones de pesos,dinero,total
2018-01-01,10,Los Lagos,venta_intrarregional,pesos,397669634986.01,miles de millones de pesos,dinero,total
2018-01-01,11,Aysén,compra_interregional,pesos,29843879528.083,miles de millones de pesos,dinero,total
2018-01-01,11,Aysén,compra_intrarregional,pesos,19909338792.142002,miles de millones de pesos,dinero,total
2018-01-01,11,Aysén,facturas_compra_interregional,unidades,75407.0,miles de unidades,conteo,total
2018-01-01,11,Aysén,facturas_venta_interregional,unidades,23016.0,miles de unidades,conteo,total
2018-01-01,11,Aysén,venta_interregional,pesos,15518089507.5,miles de millones de pesos,dinero,total
2018-01-01,11,Aysén,venta_intrarregional,pesos,19909338792.142002,miles de millones de pesos,dinero,total
2018-01-01,12,Magallanes,compra_interregional,pesos,64712598807.183,miles de millones de pesos,dinero,total
2018-01-01,12,Magallanes,compra_intrarregional,pesos,66049994616.221,miles de millones de pesos,dinero,total
2018-01-01,12,Magallanes,facturas_compra_interregional,unidades,110193.0,miles de unidades,conteo,total
2018-01-01,12,Magallanes,facturas_venta_interregional,unidades,35031.0,miles de unidades,conteo,total
2018-01-01,12,Magallanes,venta_interregional,pesos,43612698439.428,miles de millones de pesos,dinero,total
2018-01-01,12,Magallanes,venta_intrarregional,pesos,66049994616.221,miles de millones de pesos,dinero,total
2018-01-01,13,Metropolitana de Santiago,compra_interregional,pesos,2774704993798.2,miles de millones de pesos,dinero,total
2018-01-01,13,Metropolitana de Santiago,compra_intrarregional,pesos,10063936263341.0,miles de millones de pesos,dinero,total
2018-01-01,13,Metropolitana de Santiago,facturas_compra_interregional,unidades,2425237.0,miles de unidades,conteo,total
2018-01-01,13,Metropolitana de Santiago,facturas_venta_interregional,unidades,5889895.0,miles de unidades,conteo,total
2018-01-01,13,Metropolitana de Santiago,venta_interregional,pesos,3041220453468.2,miles de millones de pesos,dinero,total
2018-01-01,13,Metropolitana de Santiago,venta_intrarregional,pesos,10063936263341.0,miles de millones de pesos,dinero,total
2018-01-01,14,Los Ríos,compra_interregional,pesos,133853389491.17,miles de millones de pesos,dinero,total
2018-01-01,14,Los Ríos,compra_intrarregional,pesos,66433679870.833,miles de millones de pesos,dinero,total
2018-01-01,14,Los Ríos,facturas_compra_interregional,unidades,312283.0,miles de unidades,conteo,total
2018-01-01,14,Los Ríos,facturas_venta_interregional,unidades,136609.0,miles de unidades,conteo,total
2018-01-01,14,Los Ríos,venta_interregional,pesos,105985143592.0,miles de millones de pesos,dinero,total
2018-01-01,14,Los Ríos,venta_intrarregional,pesos,66433679870.833,miles de millones de pesos,dinero,total
2018-01-01,15,Arica y Parinacota,compra_interregional,pesos,47852137860.0,miles de millones de pesos,dinero,total
2018-01-01,15,Arica y Parinacota,compra_intrarregional,pesos,26565567424.0,miles de millones de pesos,dinero,total
2018-01-01,15,Arica y Parinacota,facturas_compra_interregional,unidades,89422.0,miles de unidades,conteo,total
2018-01-01,15,Arica y Parinacota,facturas_venta_interregional,unidades,39540.0,miles de unidades,conteo,total
2018-01-01,15,Arica y Parinacota,venta_interregional,pesos,22214222339.0,miles de millones de pesos,dinero,total
2018-01-01,15,Arica y Parinacota,venta_intrarregional,pesos,26565567424.0,miles de millones de pesos,dinero,total
2018-01-01,16,Ñuble,compra_interregional,pesos,118781951531.69,miles de millones de pesos,dinero,total
2018-01-01,16,Ñuble,compra_intrarregional,pesos,70218601718.416,miles de millones de pesos,dinero,total
2018-01-01,16,Ñuble,facturas_compra_interregional,unidades,270156.0,miles de unidades,conteo,total
2018-01-01,16,Ñuble,facturas_venta_interregional,unidades,174340.0,miles de unidades,conteo,total
2018-01-01,16,Ñuble,venta_interregional,pesos,113970008864.0,miles de millones de pesos,dinero,total
2018-01-01,16,Ñuble,venta_intrarregional,pesos,70218601718.416,miles de millones de pesos,dinero,total
2018-02-01,01,Tarapacá,compra_interregional,pesos,119995807258.03,miles de millones de pesos,dinero,total
2018-02-01,01,Tarapacá,compra_intrarregional,pesos,74440680075.0,miles de millones de pesos,dinero,total
2018-02-01,01,Tarapacá,facturas_compra_interregional,unidades,165019.0,miles de unidades,conteo,total
2018-02-01,01,Tarapacá,facturas_venta_interregional,unidades,59396.0,miles de unidades,conteo,total
2018-02-01,01,Tarapacá,venta_interregional,pesos,52611632553.88,miles de millones de pesos,dinero,total
2018-02-01,01,Tarapacá,venta_intrarregional,pesos,74440680075.0,miles de millones de pesos,dinero,total
2018-02-01,02,Antofagasta,compra_interregional,pesos,301829182963.86,miles de millones de pesos,dinero,total
2018-02-01,02,Antofagasta,compra_intrarregional,pesos,196745670136.66,miles de millones de pesos,dinero,total
2018-02-01,02,Antofagasta,facturas_compra_interregional,unidades,361548.0,miles de unidades,conteo,total
2018-02-01,02,Antofagasta,facturas_venta_interregional,unidades,162292.0,miles de unidades,conteo,total
2018-02-01,02,Antofagasta,venta_interregional,pesos,237761329532.33,miles de millones de pesos,dinero,total
2018-02-01,02,Antofagasta,venta_intrarregional,pesos,196745670136.66,miles de millones de pesos,dinero,total
2018-02-01,03,Atacama,compra_interregional,pesos,102196946688.95999,miles de millones de pesos,dinero,total
2018-02-01,03,Atacama,compra_intrarregional,pesos,54700370605.0,miles de millones de pesos,dinero,total
2018-02-01,03,Atacama,facturas_compra_interregional,unidades,193573.0,miles de unidades,conteo,total
2018-02-01,03,Atacama,facturas_venta_interregional,unidades,58013.0,miles de unidades,conteo,total
2018-02-01,03,Atacama,venta_interregional,pesos,71917775990.65,miles de millones de pesos,dinero,total
2018-02-01,03,Atacama,venta_intrarregional,pesos,54700370605.0,miles de millones de pesos,dinero,total
2018-02-01,04,Coquimbo,compra_interregional,pesos,189331274841.18,miles de millones de pesos,dinero,total
2018-02-01,04,Coquimbo,compra_intrarregional,pesos,132172248348.00002,miles de millones de pesos,dinero,total
2018-02-01,04,Coquimbo,facturas_compra_interregional,unidades,428577.0,miles de unidades,conteo,total
2018-02-01,04,Coquimbo,facturas_venta_interregional,unidades,149689.0,miles de unidades,conteo,total
2018-02-01,04,Coquimbo,venta_interregional,pesos,123253567521.9,miles de millones de pesos,dinero,total
2018-02-01,04,Coquimbo,venta_intrarregional,pesos,132172248348.00002,miles de millones de pesos,dinero,total
2018-02-01,05,Valparaíso,compra_interregional,pesos,508314820097.65,miles de millones de pesos,dinero,total
2018-02-01,05,Valparaíso,compra_intrarregional,pesos,382834742507.33,miles de millones de pesos,dinero,total
2018-02-01,05,Valparaíso,facturas_compra_interregional,unidades,1073122.0,miles de unidades,conteo,total
2018-02-01,05,Valparaíso,facturas_venta_interregional,unidades,504873.0,miles de unidades,conteo,total
2018-02-01,05,Valparaíso,venta_interregional,pesos,830809212767.01,miles de millones de pesos,dinero,total
2018-02-01,05,Valparaíso,venta_intrarregional,pesos,382834742507.33,miles de millones de pesos,dinero,total
2018-02-01,06,O'Higgins,compra_interregional,pesos,317995730926.07,miles de millones de pesos,dinero,total
2018-02-01,06,O'Higgins,compra_intrarregional,pesos,225361250096.72,miles de millones de pesos,dinero,total
2018-02-01,06,O'Higgins,facturas_compra_interregional,unidades,605611.0,miles de unidades,conteo,total
2018-02-01,06,O'Higgins,facturas_venta_interregional,unidades,199506.0,miles de unidades,conteo,total
2018-02-01,06,O'Higgins,venta_interregional,pesos,249164810305.55,miles de millones de pesos,dinero,total
2018-02-01,06,O'Higgins,venta_intrarregional,pesos,225361250096.72,miles de millones de pesos,dinero,total
2018-02-01,07,Maule,compra_interregional,pesos,280101243389.96,miles de millones de pesos,dinero,total
2018-02-01,07,Maule,compra_intrarregional,pesos,220717648050.13,miles de millones de pesos,dinero,total
2018-02-01,07,Maule,facturas_compra_interregional,unidades,567307.0,miles de unidades,conteo,total
2018-02-01,07,Maule,facturas_venta_interregional,unidades,451035.0,miles de unidades,conteo,total
2018-02-01,07,Maule,venta_interregional,pesos,255874458119.4,miles de millones de pesos,dinero,total
2018-02-01,07,Maule,venta_intrarregional,pesos,220717648050.13,miles de millones de pesos,dinero,total
2018-02-01,08,Biobío,compra_interregional,pesos,425285338528.38,miles de millones de pesos,dinero,total
2018-02-01,08,Biobío,compra_intrarregional,pesos,381933892493.44,miles de millones de pesos,dinero,total
2018-02-01,08,Biobío,facturas_compra_interregional,unidades,861668.0,miles de unidades,conteo,total
2018-02-01,08,Biobío,facturas_venta_interregional,unidades,361677.0,miles de unidades,conteo,total
2018-02-01,08,Biobío,venta_interregional,pesos,486307067553.66,miles de millones de pesos,dinero,total
2018-02-01,08,Biobío,venta_intrarregional,pesos,381933892493.44,miles de millones de pesos,dinero,total
2018-02-01,09,La Araucanía,compra_interregional,pesos,230538993437.97,miles de millones de pesos,dinero,total
2018-02-01,09,La Araucanía,compra_intrarregional,pesos,205431122299.64,miles de millones de pesos,dinero,total
2018-02-01,09,La Araucanía,facturas_compra_interregional,unidades,503768.0,miles de unidades,conteo,total
2018-02-01,09,La Araucanía,facturas_venta_interregional,unidades,266331.0,miles de unidades,conteo,total
2018-02-01,09,La Araucanía,venta_interregional,pesos,198574582960.82,miles de millones de pesos,dinero,total
2018-02-01,09,La Araucanía,venta_intrarregional,pesos,205431122299.64,miles de millones de pesos,dinero,total
2018-02-01,10,Los Lagos,compra_interregional,pesos,370486944103.55,miles de millones de pesos,dinero,total
2018-02-01,10,Los Lagos,compra_intrarregional,pesos,369633084842.83,miles de millones de pesos,dinero,total
2018-02-01,10,Los Lagos,facturas_compra_interregional,unidades,543776.0,miles de unidades,conteo,total
2018-02-01,10,Los Lagos,facturas_venta_interregional,unidades,283926.0,miles de unidades,conteo,total
2018-02-01,10,Los Lagos,venta_interregional,pesos,213908839658.5,miles de millones de pesos,dinero,total
2018-02-01,10,Los Lagos,venta_intrarregional,pesos,369633084842.83,miles de millones de pesos,dinero,total
2018-02-01,11,Aysén,compra_interregional,pesos,32103586422.0,miles de millones de pesos,dinero,total
2018-02-01,11,Aysén,compra_intrarregional,pesos,20413319144.6,miles de millones de pesos,dinero,total
2018-02-01,11,Aysén,facturas_compra_interregional,unidades,70185.0,miles de unidades,conteo,total
2018-02-01,11,Aysén,facturas_venta_interregional,unidades,20931.0,miles de unidades,conteo,total
2018-02-01,11,Aysén,venta_interregional,pesos,15466125210.0,miles de millones de pesos,dinero,total
2018-02-01,11,Aysén,venta_intrarregional,pesos,20413319144.6,miles de millones de pesos,dinero,total
2018-02-01,12,Magallanes,compra_interregional,pesos,60528752257.066,miles de millones de pesos,dinero,total
2018-02-01,12,Magallanes,compra_intrarregional,pesos,66054927594.622,miles de millones de pesos,dinero,total
2018-02-01,12,Magallanes,facturas_compra_interregional,unidades,102478.0,miles de unidades,conteo,total
2018-02-01,12,Magallanes,facturas_venta_interregional,unidades,31797.0,miles de unidades,conteo,total
2018-02-01,12,Magallanes,venta_interregional,pesos,45282509605.968,miles de millones de pesos,dinero,total
2018-02-01,12,Magallanes,venta_intrarregional,pesos,66054927594.622,miles de millones de pesos,dinero,total
2018-02-01,13,Metropolitana de Santiago,compra_interregional,pesos,2580740746662.3,miles de millones de pesos,dinero,total
2018-02-01,13,Metropolitana de Santiago,compra_intrarregional,pesos,9156353819264.398,miles de millones de pesos,dinero,total
2018-02-01,13,Metropolitana de Santiago,facturas_compra_interregional,unidades,2176596.0,miles de unidades,conteo,total
2018-02-01,13,Metropolitana de Santiago,facturas_venta_interregional,unidades,5403006.0,miles de unidades,conteo,total
2018-02-01,13,Metropolitana de Santiago,venta_interregional,pesos,2799302926921.3,miles de millones de pesos,dinero,total
2018-02-01,13,Metropolitana de Santiago,venta_intrarregional,pesos,9156353819264.398,miles de millones de pesos,dinero,total
2018-02-01,14,Los Ríos,compra_interregional,pesos,131524071985.84001,miles de millones de pesos,dinero,total
2018-02-01,14,Los Ríos,compra_intrarregional,pesos,66112966226.0,miles de millones de pesos,dinero,total
2018-02-01,14,Los Ríos,facturas_compra_interregional,unidades,291095.0,miles de unidades,conteo,total
2018-02-01,14,Los Ríos,facturas_venta_interregional,unidades,127414.0,miles de unidades,conteo,total
2018-02-01,14,Los Ríos,venta_interregional,pesos,104002426359.0,miles de millones de pesos,dinero,total
2018-02-01,14,Los Ríos,venta_intrarregional,pesos,66112966226.0,miles de millones de pesos,dinero,total
2018-02-01,15,Arica y Parinacota,compra_interregional,pesos,49231771237.797,miles de millones de pesos,dinero,total
2018-02-01,15,Arica y Parinacota,compra_intrarregional,pesos,24125668032.0,miles de millones de pesos,dinero,total
2018-02-01,15,Arica y Parinacota,facturas_compra_interregional,unidades,82784.0,miles de unidades,conteo,total
2018-02-01,15,Arica y Parinacota,facturas_venta_interregional,unidades,36897.0,miles de unidades,conteo,total
2018-02-01,15,Arica y Parinacota,venta_interregional,pesos,21522117540.0,miles de millones de pesos,dinero,total
2018-02-01,15,Arica y Parinacota,venta_intrarregional,pesos,24125668032.0,miles de millones de pesos,dinero,total
2018-02-01,16,Ñuble,compra_interregional,pesos,111748242985.33,miles de millones de pesos,dinero,total
2018-02-01,16,Ñuble,compra_intrarregional,pesos,69915391607.666,miles de millones de pesos,dinero,total
2018-02-01,16,Ñuble,facturas_compra_interregional,unidades,252836.0,miles de unidades,conteo,total
2018-02-01,16,Ñuble,facturas_venta_interregional,unidades,163160.0,miles de unidades,conteo,total
2018-02-01,16,Ñuble,venta_interregional,pesos,106194071186.0,miles de millones de pesos,dinero,total
2018-02-01,16,Ñuble,venta_intrarregional,pesos,69915391607.666,miles de millones de pesos,dinero,total
2018-03-01,01,Tarapacá,compra_interregional,pesos,118971257541.58,miles de millones de pesos,dinero,total
2018-03-01,01,Tarapacá,compra_intrarregional,pesos,71424381306.0,miles de millones de pesos,dinero,total
2018-03-01,01,Tarapacá,facturas_compra_interregional,unidades,181168.0,miles de unidades,conteo,total
2018-03-01,01,Tarapacá,facturas_venta_interregional,unidades,66132.0,miles de unidades,conteo,total
2018-03-01,01,Tarapacá,venta_interregional,pesos,62788720986.538,miles de millones de pesos,dinero,total
2018-03-01,01,Tarapacá,venta_intrarregional,pesos,71424381306.0,miles de millones de pesos,dinero,total
2018-03-01,02,Antofagasta,compra_interregional,pesos,374262191615.01,miles de millones de pesos,dinero,total
2018-03-01,02,Antofagasta,compra_intrarregional,pesos,209406160268.5,miles de millones de pesos,dinero,total
2018-03-01,02,Antofagasta,facturas_compra_interregional,unidades,407915.0,miles de unidades,conteo,total
2018-03-01,02,Antofagasta,facturas_venta_interregional,unidades,183400.0,miles de unidades,conteo,total
2018-03-01,02,Antofagasta,venta_interregional,pesos,275034080432.75,miles de millones de pesos,dinero,total
2018-03-01,02,Antofagasta,venta_intrarregional,pesos,209406160268.5,miles de millones de pesos,dinero,total
2018-03-01,03,Atacama,compra_interregional,pesos,117575251772.58,miles de millones de pesos,dinero,total
2018-03-01,03,Atacama,compra_intrarregional,pesos,57533156344.633,miles de millones de pesos,dinero,total
2018-03-01,03,Atacama,facturas_compra_interregional,unidades,211996.0,miles de unidades,conteo,total
2018-03-01,03,Atacama,facturas_venta_interregional,unidades,65632.0,miles de unidades,conteo,total
2018-03-01,03,Atacama,venta_interregional,pesos,79947290502.5,miles de millones de pesos,dinero,total
2018-03-01,03,Atacama,venta_intrarregional,pesos,57533156344.633,miles de millones de pesos,dinero,total
2018-03-01,04,Coquimbo,compra_interregional,pesos,213283318878.02,miles de millones de pesos,dinero,total
2018-03-01,04,Coquimbo,compra_intrarregional,pesos,148466162825.0,miles de millones de pesos,dinero,total
2018-03-01,04,Coquimbo,facturas_compra_interregional,unidades,447447.0,miles de unidades,conteo,total
2018-03-01,04,Coquimbo,facturas_venta_interregional,unidades,159731.0,miles de unidades,conteo,total
2018-03-01,04,Coquimbo,venta_interregional,pesos,145087544357.66,miles de millones de pesos,dinero,total
2018-03-01,04,Coquimbo,venta_intrarregional,pesos,148466162825.0,miles de millones de pesos,dinero,total
2018-03-01,05,Valparaíso,compra_interregional,pesos,555405934504.96,miles de millones de pesos,dinero,total
2018-03-01,05,Valparaíso,compra_intrarregional,pesos,422420850907.07,miles de millones de pesos,dinero,total
2018-03-01,05,Valparaíso,facturas_compra_interregional,unidades,1139776.0,miles de unidades,conteo,total
2018-03-01,05,Valparaíso,facturas_venta_interregional,unidades,561235.0,miles de unidades,conteo,total
2018-03-01,05,Valparaíso,venta_interregional,pesos,904740631409.73,miles de millones de pesos,dinero,total
2018-03-01,05,Valparaíso,venta_intrarregional,pesos,422420850907.07,miles de millones de pesos,dinero,total
2018-03-01,06,O'Higgins,compra_interregional,pesos,377498958677.77,miles de millones de pesos,dinero,total
2018-03-01,06,O'Higgins,compra_intrarregional,pesos,255490904339.25,miles de millones de pesos,dinero,total
2018-03-01,06,O'Higgins,facturas_compra_interregional,unidades,655990.0,miles de unidades,conteo,total
2018-03-01,06,O'Higgins,facturas_venta_interregional,unidades,219982.0,miles de unidades,conteo,total
2018-03-01,06,O'Higgins,venta_interregional,pesos,321388442047.14,miles de millones de pesos,dinero,total
2018-03-01,06,O'Higgins,venta_intrarregional,pesos,255490904339.25,miles de millones de pesos,dinero,total
2018-03-01,07,Maule,compra_interregional,pesos,333822732522.04,miles de millones de pesos,dinero,total
2018-03-01,07,Maule,compra_intrarregional,pesos,270171835784.84998,miles de millones de pesos,dinero,total
2018-03-01,07,Maule,facturas_compra_interregional,unidades,624840.0,miles de unidades,conteo,total
2018-03-01,07,Maule,facturas_venta_interregional,unidades,503559.0,miles de unidades,conteo,total
2018-03-01,07,Maule,venta_interregional,pesos,298588619714.62,miles de millones de pesos,dinero,total
2018-03-01,07,Maule,venta_intrarregional,pesos,270171835784.84998,miles de millones de pesos,dinero,total
2018-03-01,08,Biobío,compra_interregional,pesos,474098832847.66,miles de millones de pesos,dinero,total
2018-03-01,08,Biobío,compra_intrarregional,pesos,433355768645.82,miles de millones de pesos,dinero,total
2018-03-01,08,Biobío,facturas_compra_interregional,unidades,972507.0,miles de unidades,conteo,total
2018-03-01,08,Biobío,facturas_venta_interregional,unidades,406726.0,miles de unidades,conteo,total
2018-03-01,08,Biobío,venta_interregional,pesos,542493105683.04,miles de millones de pesos,dinero,total
2018-03-01,08,Biobío,venta_intrarregional,pesos,433355768645.82,miles de millones de pesos,dinero,total
2018-03-01,09,La Araucanía,compra_interregional,pesos,247759038981.65,miles de millones de pesos,dinero,total
2018-03-01,09,La Araucanía,compra_intrarregional,pesos,212787692681.04,miles de millones de pesos,dinero,total
2018-03-01,09,La Araucanía,facturas_compra_interregional,unidades,539144.0,miles de unidades,conteo,total
2018-03-01,09,La Araucanía,facturas_venta_interregional,unidades,274562.0,miles de unidades,conteo,total
2018-03-01,09,La Araucanía,venta_interregional,pesos,197200494502.73,miles de millones de pesos,dinero,total
2018-03-01,09,La Araucanía,venta_intrarregional,pesos,212787692681.04,miles de millones de pesos,dinero,total
2018-03-01,10,Los Lagos,compra_interregional,pesos,433206018168.89,miles de millones de pesos,dinero,total
2018-03-01,10,Los Lagos,compra_intrarregional,pesos,400968309221.09,miles de millones de pesos,dinero,total
2018-03-01,10,Los Lagos,facturas_compra_interregional,unidades,582835.0,miles de unidades,conteo,total
2018-03-01,10,Los Lagos,facturas_venta_interregional,unidades,304964.0,miles de unidades,conteo,total
2018-03-01,10,Los Lagos,venta_interregional,pesos,228390497321.87,miles de millones de pesos,dinero,total
2018-03-01,10,Los Lagos,venta_intrarregional,pesos,400968309221.09,miles de millones de pesos,dinero,total
2018-03-01,11,Aysén,compra_interregional,pesos,31449947891.166,miles de millones de pesos,dinero,total
2018-03-01,11,Aysén,compra_intrarregional,pesos,22960651984.666,miles de millones de pesos,dinero,total
2018-03-01,11,Aysén,facturas_compra_interregional,unidades,74208.0,miles de unidades,conteo,total
2018-03-01,11,Aysén,facturas_venta_interregional,unidades,22384.0,miles de unidades,conteo,total
2018-03-01,11,Aysén,venta_interregional,pesos,16224201030.833,miles de millones de pesos,dinero,total
2018-03-01,11,Aysén,venta_intrarregional,pesos,22960651984.666,miles de millones de pesos,dinero,total
2018-03-01,12,Magallanes,compra_interregional,pesos,70693330820.8,miles de millones de pesos,dinero,total
2018-03-01,12,Magallanes,compra_intrarregional,pesos,66224777847.30501,miles de millones de pesos,dinero,total
2018-03-01,12,Magallanes,facturas_compra_interregional,unidades,111546.0,miles de unidades,conteo,total
2018-03-01,12,Magallanes,facturas_venta_interregional,unidades,34628.0,miles de unidades,conteo,total
2018-03-01,12,Magallanes,venta_interregional,pesos,45464221758.722,miles de millones de pesos,dinero,total
2018-03-01,12,Magallanes,venta_intrarregional,pesos,66224777847.30501,miles de millones de pesos,dinero,total
2018-03-01,13,Metropolitana de Santiago,compra_interregional,pesos,2905240387154.0,miles de millones de pesos,dinero,total
2018-03-01,13,Metropolitana de Santiago,compra_intrarregional,pesos,10780223089872.0,miles de millones de pesos,dinero,total
2018-03-01,13,Metropolitana de Santiago,facturas_compra_interregional,unidades,2443588.0,miles de unidades,conteo,total
2018-03-01,13,Metropolitana de Santiago,facturas_venta_interregional,unidades,5902961.0,miles de unidades,conteo,total
2018-03-01,13,Metropolitana de Santiago,venta_interregional,pesos,3202841739344.1,miles de millones de pesos,dinero,total
2018-03-01,13,Metropolitana de Santiago,venta_intrarregional,pesos,10780223089872.0,miles de millones de pesos,dinero,total
2018-03-01,14,Los Ríos,compra_interregional,pesos,139373889466.5,miles de millones de pesos,dinero,total
2018-03-01,14,Los Ríos,compra_intrarregional,pesos,69005040616.0,miles de millones de pesos,dinero,total
2018-03-01,14,Los Ríos,facturas_compra_interregional,unidades,301439.0,miles de unidades,conteo,total
2018-03-01,14,Los Ríos,facturas_venta_interregional,unidades,134489.0,miles de unidades,conteo,total
2018-03-01,14,Los Ríos,venta_interregional,pesos,115938474637.81,miles de millones de pesos,dinero,total
2018-03-01,14,Los Ríos,venta_intrarregional,pesos,69005040616.0,miles de millones de pesos,dinero,total
2018-03-01,15,Arica y Parinacota,compra_interregional,pesos,53660492792.5,miles de millones de pesos,dinero,total
