date,region_id,region_display,mnemonico,indicador,medida,unidad,valor,promedio_12m,unidad_original,dimension,agregacion
2011-12-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,9124945128.0,7642.567826416667,millones de pesos nominales,dinero,total
2012-01-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,8416987983.999999,7785.701212166667,millones de pesos nominales,dinero,total
2012-02-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,8671889575.0,7953.329247000001,millones de pesos nominales,dinero,total
2012-03-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,9029892240.0,8140.225055416667,millones de pesos nominales,dinero,total
2012-04-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,8794669986.0,8271.892178583334,millones de pesos nominales,dinero,total
2012-05-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,9578374087.0,8464.715264,millones de pesos nominales,dinero,total
2012-06-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,10601539887.0,8682.246873583334,millones de pesos nominales,dinero,total
2012-07-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,9392574046.0,8801.313181666666,millones de pesos nominales,dinero,total
2012-08-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,9821531889.0,8992.04865525,millones de pesos nominales,dinero,total
2012-09-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,10283869086.0,9173.818836583332,millones de pesos nominales,dinero,total
2012-10-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,10161473544.0,9319.2934635,millones de pesos nominales,dinero,total
2012-11-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,10459642057.0,9528.115792416667,millones de pesos nominales,dinero,total
2012-12-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,12174091859.0,9782.211353333334,millones de pesos nominales,dinero,total
2013-01-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,11230345842.0,10016.6578415,millones de pesos nominales,dinero,total
2013-02-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,11029215146.0,10213.101639083334,millones de pesos nominales,dinero,total
2013-03-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,11814264698.0,10445.13267725,millones de pesos nominales,dinero,total
2013-04-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,11257208364.0,10650.34420875,millones de pesos nominales,dinero,total
2013-05-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,11801323709.0,10835.590010583333,millones de pesos nominales,dinero,total
2013-06-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,12977588938.0,11033.594098166666,millones de pesos nominales,dinero,total
2013-07-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,11762896327.0,11231.120954916667,millones de pesos nominales,dinero,total
2013-08-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,12385142388.0,11444.755163166667,millones de pesos nominales,dinero,total
2013-09-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,12267396278.0,11610.049095833334,millones de pesos nominales,dinero,total
2013-10-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,13193861104.0,11862.748059166666,millones de pesos nominales,dinero,total
2013-11-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,13380544497.0,12106.156595833332,millones de pesos nominales,dinero,total
2013-12-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,13924832251.0,12252.0516285,millones de pesos nominales,dinero,total
2014-01-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,14022063313.0,12484.694751083332,millones de pesos nominales,dinero,total
2014-02-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,13873830403.0,12721.746022500001,millones de pesos nominales,dinero,total
2014-03-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,12833432787.0,12806.676696583332,millones de pesos nominales,dinero,total
2014-04-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,13924078006.0,13028.915833416666,millones de pesos nominales,dinero,total
2014-05-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,15568100426.0,13342.813893166667,millones de pesos nominales,dinero,total
2014-06-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,14946710647.0,13506.907368916667,millones de pesos nominales,dinero,total
2014-07-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,14701638165.0,13751.802522083331,millones de pesos nominales,dinero,total
2014-08-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,14946755611.0,13965.270290666667,millones de pesos nominales,dinero,total
2014-09-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,14866586704.0,14181.869492833333,millones de pesos nominales,dinero,total
2014-10-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,15439461065.0,14369.00282291667,millones de pesos nominales,dinero,total
2014-11-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,15827565456.0,14572.921236166667,millones de pesos nominales,dinero,total
2014-12-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,17037108724.000002,14832.277608916667,millones de pesos nominales,dinero,total
2015-01-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,17318274688.0,15106.961890166667,millones de pesos nominales,dinero,total
2015-02-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,17072623023.0,15373.527941833336,millones de pesos nominales,dinero,total
2015-03-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,16551680864.999998,15683.381948333335,millones de pesos nominales,dinero,total
2015-04-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,16815769421.0,15924.356232916665,millones de pesos nominales,dinero,total
2015-05-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,17773575657.0,16108.1458355,millones de pesos nominales,dinero,total
2015-06-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,18422398913.0,16397.786524333333,millones de pesos nominales,dinero,total
2015-07-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,18348935433.0,16701.727963333335,millones de pesos nominales,dinero,total
2015-08-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,18038381480.0,16959.363452416666,millones de pesos nominales,dinero,total
2015-09-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,19548748298.0,17349.543585249998,millones de pesos nominales,dinero,total
2015-10-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,19785585285.0,17711.720603583333,millones de pesos nominales,dinero,total
2015-11-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,19354876457.0,18005.663187000002,millones de pesos nominales,dinero,total
2015-12-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,21210382007.0,18353.435960583334,millones de pesos nominales,dinero,total
2016-01-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,21912586144.0,18736.295248583334,millones de pesos nominales,dinero,total
2016-02-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,19504438634.0,18938.9465495,millones de pesos nominales,dinero,total
2016-03-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,20309283192.0,19252.08007675,millones de pesos nominales,dinero,total
2016-04-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,20900324367.0,19592.459655583334,millones de pesos nominales,dinero,total
2016-05-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,21802121762.0,19928.171831,millones de pesos nominales,dinero,total
2016-06-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,22725108945.0,20286.731000333333,millones de pesos nominales,dinero,total
2016-07-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,22754011740.0,20653.820692583333,millones de pesos nominales,dinero,total
2016-08-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,22563134803.0,21030.8834695,millones de pesos nominales,dinero,total
2016-09-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,23700873206.0,21376.893878500003,millones de pesos nominales,dinero,total
2016-10-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,24004751225.0,21728.491040166668,millones de pesos nominales,dinero,total
2016-11-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,23205371741.0,22049.365647166665,millones de pesos nominales,dinero,total
2016-12-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,25484507948.0,22405.542808916667,millones de pesos nominales,dinero,total
2017-01-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,24259190478.0,22601.09317008333,millones de pesos nominales,dinero,total
2017-02-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,23843063863.0,22962.645272499998,millones de pesos nominales,dinero,total
2017-03-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,24431385903.0,23306.153831749998,millones de pesos nominales,dinero,total
2017-04-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,25362220833.0,23677.97853725,millones de pesos nominales,dinero,total
2017-05-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,26189743792.0,24043.613706416665,millones de pesos nominales,dinero,total
2017-06-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,27160809287.0,24413.25540158333,millones de pesos nominales,dinero,total
2017-07-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,25967403110.0,24681.03801575,millones de pesos nominales,dinero,total
2017-08-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,26999176494.0,25050.708156666664,millones de pesos nominales,dinero,total
2017-09-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,28903088467.0,25484.226095083333,millones de pesos nominales,dinero,total
2017-10-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,28122419275.0,25827.36509925,millones de pesos nominales,dinero,total
2017-11-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,28653758972.0,26281.3973685,millones de pesos nominales,dinero,total
2017-12-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,30399866667.0,26691.010595083335,millones de pesos nominales,dinero,total
2018-01-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,29402379929.0,27119.609716000003,millones de pesos nominales,dinero,total
2018-02-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,29301117680.0,27574.44753408333,millones de pesos nominales,dinero,total
2018-03-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,30284698567.0,28062.223589416666,millones de pesos nominales,dinero,total
2018-04-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,29159658158.0,28378.676699833333,millones de pesos nominales,dinero,total
2018-05-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,32082712179.0,28869.757398750004,millones de pesos nominales,dinero,total
2018-06-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,33353379328.000004,29385.804902166667,millones de pesos nominales,dinero,total
2018-07-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,31438683298.0,29841.744917833334,millones de pesos nominales,dinero,total
2018-08-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,33104533781.0,30350.52469175,millones de pesos nominales,dinero,total
2018-09-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,34734599953.0,30836.483982249996,millones de pesos nominales,dinero,total
2018-10-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,34890587860.0,31400.498031,millones de pesos nominales,dinero,total
2018-11-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,35053576490.0,31933.816157499998,millones de pesos nominales,dinero,total
2018-12-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,38011572104.0,32568.124943916668,millones de pesos nominales,dinero,total
2019-01-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,36606848336.0,33168.49731116667,millones de pesos nominales,dinero,total
2019-02-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,36432900762.0,33762.812568,millones de pesos nominales,dinero,total
2019-03-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,37631078264.0,34375.01087608333,millones de pesos nominales,dinero,total
2019-04-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,36508189252.0,34987.38846725,millones de pesos nominales,dinero,total
2019-05-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,38882329075.0,35554.023208583334,millones de pesos nominales,dinero,total
2019-06-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,40096828488.0,36115.97730525,millones de pesos nominales,dinero,total
2019-07-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,38456560293.0,36700.80038816667,millones de pesos nominales,dinero,total
2019-08-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,40360815711.0,37305.490549,millones de pesos nominales,dinero,total
2019-09-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,39201383153.0,37677.72248233334,millones de pesos nominales,dinero,total
2019-10-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,42138045202.0,38281.677260833334,millones de pesos nominales,dinero,total
2019-11-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,42589908119.0,38909.70489658333,millones de pesos nominales,dinero,total
2019-12-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,43676424227.0,39381.77590683333,millones de pesos nominales,dinero,total
2020-01-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,45195729108.0,40097.515971166664,millones de pesos nominales,dinero,total
2020-02-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,44667503127.0,40783.732834916664,millones de pesos nominales,dinero,total
2020-03-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,46671240235.0,41537.079665833335,millones de pesos nominales,dinero,total
2020-04-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,54046532860.0,42998.60829983334,millones de pesos nominales,dinero,total
2020-05-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,56416941802.0,44459.826027083334,millones de pesos nominales,dinero,total
2020-06-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,56771618576.0,45849.391867750004,millones de pesos nominales,dinero,total
2020-07-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,64140086897.0,47989.68575141667,millones de pesos nominales,dinero,total
2020-08-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,110233307681.0,53812.393415583334,millones de pesos nominales,dinero,total
2020-09-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,109424793245.0,59664.34425658333,millones de pesos nominales,dinero,total
2020-10-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,102844298596.0,64723.19870608334,millones de pesos nominales,dinero,total
2020-11-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,93406273752.0,68957.89584216666,millones de pesos nominales,dinero,total
2020-12-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,127650801929.0,75955.76065066666,millones de pesos nominales,dinero,total
2021-01-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,119506165119.0,82148.29698491665,millones de pesos nominales,dinero,total
2021-02-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,112467973262.0,87798.33616283334,millones de pesos nominales,dinero,total
2021-03-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,111561570656.0,93205.86369791666,millones de pesos nominales,dinero,total
2021-04-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,112219864956.0,98053.64137258334,millones de pesos nominales,dinero,total
2021-05-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,147266079883.0,105624.40287933331,millones de pesos nominales,dinero,total
2021-06-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,141127005394.0,112654.0184475,millones de pesos nominales,dinero,total
2021-07-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,143087851257.0,119232.99881083332,millones de pesos nominales,dinero,total
2021-08-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,137333104593.0,121491.31522016668,millones de pesos nominales,dinero,total
2021-09-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,138036430968.0,123875.61836374999,millones de pesos nominales,dinero,total
2021-10-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,133805532761.00002,126455.72121083333,millones de pesos nominales,dinero,total
2021-11-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,130975620859.0,129586.50013641665,millones de pesos nominales,dinero,total
2021-12-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,131782667140.0,129930.82223733333,millones de pesos nominales,dinero,total
2022-01-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,120819073247.0,130040.231248,millones de pesos nominales,dinero,total
2022-02-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,114418135963.0,130202.74480641667,millones de pesos nominales,dinero,total
2022-03-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,110955765838.0,130152.26107158333,millones de pesos nominales,dinero,total
2022-04-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,107768179764.0,129781.28730558332,millones de pesos nominales,dinero,total
2022-05-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,106201833213.0,126359.26674975001,millones de pesos nominales,dinero,total
2022-06-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,104122372792.0,123275.54736625,millones de pesos nominales,dinero,total
2022-07-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,100610140222.0,119735.73811333334,millones de pesos nominales,dinero,total
2022-08-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,99877290079.0,116614.42023716665,millones de pesos nominales,dinero,total
2022-09-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,100464596627.0,113483.43404208333,millones de pesos nominales,dinero,total
2022-10-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,96417117704.0,110367.73278733333,millones de pesos nominales,dinero,total
2022-11-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,93420054706.0,107238.10227458335,millones de pesos nominales,dinero,total
2022-12-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,95410856653.0,104207.11806733334,millones de pesos nominales,dinero,total
2023-01-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,92864270584.0,101877.55117875,millones de pesos nominales,dinero,total
2023-02-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,90225825685.0,99861.52532225002,millones de pesos nominales,dinero,total
2023-03-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,90439444475.0,98151.83187533333,millones de pesos nominales,dinero,total
2023-04-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,89162006176.0,96601.31740966666,millones de pesos nominales,dinero,total
2023-05-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,85775187506.0,94899.09693408333,millones de pesos nominales,dinero,total
2023-06-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,87477552250.0,93512.02855558333,millones de pesos nominales,dinero,total
2023-07-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,82647701684.0,92015.15867741668,millones de pesos nominales,dinero,total
2023-08-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,83897090181.0,90683.47535258334,millones de pesos nominales,dinero,total
2023-09-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,87085426537.0,89568.54451174999,millones de pesos nominales,dinero,total
2023-10-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,83583421985.0,88499.0698685,millones de pesos nominales,dinero,total
2023-11-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,83551650639.0,87676.70286291667,millones de pesos nominales,dinero,total
2023-12-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,86615254639.0,86943.73602841666,millones de pesos nominales,dinero,total
2024-01-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,84682646854.0,86261.93405091667,millones de pesos nominales,dinero,total
2024-02-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,83989807305.0,85742.26585258334,millones de pesos nominales,dinero,total
2024-03-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,85368534000.0,85319.68997966667,millones de pesos nominales,dinero,total
2024-04-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,84147582933.0,84901.82137608333,millones de pesos nominales,dinero,total
2024-05-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,85464386829.0,84875.92131966667,millones de pesos nominales,dinero,total
2024-06-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,86617004826.0,84804.20903433334,millones de pesos nominales,dinero,total
2024-07-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,83986266982.0,84915.7561425,millones de pesos nominales,dinero,total
2024-08-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,86022940526.0,85092.91033791666,millones de pesos nominales,dinero,total
2024-09-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,85880637553.0,84992.51125591666,millones de pesos nominales,dinero,total
2024-10-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,86650129939.0,85248.07025208333,millones de pesos nominales,dinero,total
2024-11-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,86737552626.0,85513.56208433333,millones de pesos nominales,dinero,total
2024-12-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,84645090746.0,85349.38175991667,millones de pesos nominales,dinero,total
2025-01-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,86857643590.0,85530.63148791667,millones de pesos nominales,dinero,total
2025-02-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,87372654455.0,85812.53541708333,millones de pesos nominales,dinero,total
2025-03-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,84178320734.0,85713.35097824999,millones de pesos nominales,dinero,total
2025-04-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,85523344674.0,85827.99779000001,millones de pesos nominales,dinero,total
2025-05-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,88702021316.0,86097.80066391667,millones de pesos nominales,dinero,total
2025-06-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,86402252463.0,86079.90463366667,millones de pesos nominales,dinero,total
2025-07-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,86634178188.0,86300.56390083334,millones de pesos nominales,dinero,total
2025-08-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,87094637337.0,86389.87196841667,millones de pesos nominales,dinero,total
2025-09-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,87651095168.0,86537.410103,millones de pesos nominales,dinero,total
2025-10-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,87412422213.0,86600.93445916667,millones de pesos nominales,dinero,total
2025-11-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,87871286831.0,86695.41230958333,millones de pesos nominales,dinero,total
2025-12-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,87769505460.0,86955.78020241667,millones de pesos nominales,dinero,total
2026-01-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,89628988421.0,87186.725605,millones de pesos nominales,dinero,total
2026-02-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,90174199915.0,87420.18772666667,millones de pesos nominales,dinero,total
2026-03-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,86292069660.0,87596.3334705,millones de pesos nominales,dinero,total
2026-04-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,88109523372.0,87811.848362,millones de pesos nominales,dinero,total
2026-05-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,89048795607.0,87840.74621958332,millones de pesos nominales,dinero,total
2026-06-01,15,Arica y Parinacota,SDV,depositos_vista,stock,pesos,84790616548.0,87706.44322666667,millones de pesos nominales,dinero,total
2018-10-01,16,Ñuble,SDV,depositos_vista,stock,pesos,50809176811.0,,millones de pesos nominales,dinero,total
2018-11-01,16,Ñuble,SDV,depositos_vista,stock,pesos,52044987722.0,,millones de pesos nominales,dinero,total
2018-12-01,16,Ñuble,SDV,depositos_vista,stock,pesos,57024704748.0,,millones de pesos nominales,dinero,total
2019-01-01,16,Ñuble,SDV,depositos_vista,stock,pesos,55954101131.0,,millones de pesos nominales,dinero,total
2019-02-01,16,Ñuble,SDV,depositos_vista,stock,pesos,57493174753.0,,millones de pesos nominales,dinero,total
2019-03-01,16,Ñuble,SDV,depositos_vista,stock,pesos,59737281988.0,,millones de pesos nominales,dinero,total
2019-04-01,16,Ñuble,SDV,depositos_vista,stock,pesos,59519057701.0,,millones de pesos nominales,dinero,total
2019-05-01,16,Ñuble,SDV,depositos_vista,stock,pesos,63849324772.0,,millones de pesos nominales,dinero,total
2019-06-01,16,Ñuble,SDV,depositos_vista,stock,pesos,65237894262.0,,millones de pesos nominales,dinero,total
2019-07-01,16,Ñuble,SDV,depositos_vista,stock,pesos,61135451145.0,,millones de pesos nominales,dinero,total
2019-08-01,16,Ñuble,SDV,depositos_vista,stock,pesos,64123758469.0,,millones de pesos nominales,dinero,total
2019-09-01,16,Ñuble,SDV,depositos_vista,stock,pesos,60909456888.0,58986.53086583334,millones de pesos nominales,dinero,total
2019-10-01,16,Ñuble,SDV,depositos_vista,stock,pesos,63968128027.0,60083.11013383333,millones de pesos nominales,dinero,total
2019-11-01,16,Ñuble,SDV,depositos_vista,stock,pesos,64612681257.0,61130.41792841667,millones de pesos nominales,dinero,total
2019-12-01,16,Ñuble,SDV,depositos_vista,stock,pesos,69356825935.0,62158.094694,millones de pesos nominales,dinero,total
2020-01-01,16,Ñuble,SDV,depositos_vista,stock,pesos,71705741782.0,63470.73141491667,millones de pesos nominales,dinero,total
2020-02-01,16,Ñuble,SDV,depositos_vista,stock,pesos,73210853954.0,64780.538015,millones de pesos nominales,dinero,total
2020-03-01,16,Ñuble,SDV,depositos_vista,stock,pesos,75735997657.0,66113.76432075,millones de pesos nominales,dinero,total
2020-04-01,16,Ñuble,SDV,depositos_vista,stock,pesos,86888035258.0,68394.5124505,millones de pesos nominales,dinero,total
2020-05-01,16,Ñuble,SDV,depositos_vista,stock,pesos,91999653427.0,70740.37317175,millones de pesos nominales,dinero,total
2020-06-01,16,Ñuble,SDV,depositos_vista,stock,pesos,90305722351.0,72829.35884583333,millones de pesos nominales,dinero,total
2020-07-01,16,Ñuble,SDV,depositos_vista,stock,pesos,99231896430.0,76004.06261958333,millones de pesos nominales,dinero,total
2020-08-01,16,Ñuble,SDV,depositos_vista,stock,pesos,172930884600.0,85071.3231305,millones de pesos nominales,dinero,total
2020-09-01,16,Ñuble,SDV,depositos_vista,stock,pesos,175980066076.0,94660.54056283332,millones de pesos nominales,dinero,total
2020-10-01,16,Ñuble,SDV,depositos_vista,stock,pesos,160882197197.0,102736.71299366666,millones de pesos nominales,dinero,total
2020-11-01,16,Ñuble,SDV,depositos_vista,stock,pesos,146903297939.0,109594.26438383333,millones de pesos nominales,dinero,total
2020-12-01,16,Ñuble,SDV,depositos_vista,stock,pesos,213092804615.0,121572.26260716667,millones de pesos nominales,dinero,total
2021-01-01,16,Ñuble,SDV,depositos_vista,stock,pesos,201984286583.0,132428.80800725,millones de pesos nominales,dinero,total
2021-02-01,16,Ñuble,SDV,depositos_vista,stock,pesos,195792063198.0,142643.9087775833,millones de pesos nominales,dinero,total
2021-03-01,16,Ñuble,SDV,depositos_vista,stock,pesos,192000603638.0,152332.62594266667,millones de pesos nominales,dinero,total
2021-04-01,16,Ñuble,SDV,depositos_vista,stock,pesos,197316885571.0,161535.03013541666,millones de pesos nominales,dinero,total
2021-05-01,16,Ñuble,SDV,depositos_vista,stock,pesos,252479093535.0,174908.31681108335,millones de pesos nominales,dinero,total
2021-06-01,16,Ñuble,SDV,depositos_vista,stock,pesos,239772964696.0,187363.92033983333,millones de pesos nominales,dinero,total
