date,region_id,region_display,mnemonico,indicador,medida,unidad,valor,promedio_12m,unidad_original,dimension,agregacion
2011-08-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,36715.0,35107.666666666664,número de cuentas de personas naturales,conteo,total
2011-09-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,36628.0,35364.5,número de cuentas de personas naturales,conteo,total
2011-10-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,36801.0,35609.25,número de cuentas de personas naturales,conteo,total
2011-11-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,37044.0,35850.25,número de cuentas de personas naturales,conteo,total
2011-12-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,37382.0,36102.666666666664,número de cuentas de personas naturales,conteo,total
2012-01-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,37658.0,36355.0,número de cuentas de personas naturales,conteo,total
2012-02-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,37925.0,36615.583333333336,número de cuentas de personas naturales,conteo,total
2012-03-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,38232.0,36870.333333333336,número de cuentas de personas naturales,conteo,total
2012-04-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,38502.0,37110.333333333336,número de cuentas de personas naturales,conteo,total
2012-05-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,38779.0,37346.666666666664,número de cuentas de personas naturales,conteo,total
2012-06-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,39082.0,37585.833333333336,número de cuentas de personas naturales,conteo,total
2012-07-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,39468.0,37851.333333333336,número de cuentas de personas naturales,conteo,total
2012-08-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,39796.0,38108.083333333336,número de cuentas de personas naturales,conteo,total
2012-09-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,40061.0,38394.166666666664,número de cuentas de personas naturales,conteo,total
2012-10-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,40492.0,38701.75,número de cuentas de personas naturales,conteo,total
2012-11-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,40796.0,39014.416666666664,número de cuentas de personas naturales,conteo,total
2012-12-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,41047.0,39319.833333333336,número de cuentas de personas naturales,conteo,total
2013-01-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,41259.0,39619.916666666664,número de cuentas de personas naturales,conteo,total
2013-02-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,41313.0,39902.25,número de cuentas de personas naturales,conteo,total
2013-03-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,41602.0,40183.083333333336,número de cuentas de personas naturales,conteo,total
2013-04-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,41855.0,40462.5,número de cuentas de personas naturales,conteo,total
2013-05-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,42016.0,40732.25,número de cuentas de personas naturales,conteo,total
2013-06-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,42249.0,40996.166666666664,número de cuentas de personas naturales,conteo,total
2013-07-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,42475.0,41246.75,número de cuentas de personas naturales,conteo,total
2013-08-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,42757.0,41493.5,número de cuentas de personas naturales,conteo,total
2013-09-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,42961.0,41735.166666666664,número de cuentas de personas naturales,conteo,total
2013-10-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,43212.0,41961.833333333336,número de cuentas de personas naturales,conteo,total
2013-11-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,43463.0,42184.083333333336,número de cuentas de personas naturales,conteo,total
2013-12-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,43550.0,42392.666666666664,número de cuentas de personas naturales,conteo,total
2014-01-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,43739.0,42599.333333333336,número de cuentas de personas naturales,conteo,total
2014-02-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,43873.0,42812.666666666664,número de cuentas de personas naturales,conteo,total
2014-03-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,44194.0,43028.666666666664,número de cuentas de personas naturales,conteo,total
2014-04-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,44110.0,43216.583333333336,número de cuentas de personas naturales,conteo,total
2014-05-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,44577.0,43430.0,número de cuentas de personas naturales,conteo,total
2014-06-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,44825.0,43644.666666666664,número de cuentas de personas naturales,conteo,total
2014-07-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,45080.0,43861.75,número de cuentas de personas naturales,conteo,total
2014-08-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,45361.0,44078.75,número de cuentas de personas naturales,conteo,total
2014-09-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,45573.0,44296.416666666664,número de cuentas de personas naturales,conteo,total
2014-10-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,45802.0,44512.25,número de cuentas de personas naturales,conteo,total
2014-11-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,46109.0,44732.75,número de cuentas de personas naturales,conteo,total
2014-12-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,46330.0,44964.416666666664,número de cuentas de personas naturales,conteo,total
2015-01-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,46470.0,45192.0,número de cuentas de personas naturales,conteo,total
2015-02-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,46650.0,45423.416666666664,número de cuentas de personas naturales,conteo,total
2015-03-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,46996.0,45656.916666666664,número de cuentas de personas naturales,conteo,total
2015-04-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,47305.0,45923.166666666664,número de cuentas de personas naturales,conteo,total
2015-05-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,47537.0,46169.833333333336,número de cuentas de personas naturales,conteo,total
2015-06-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,47862.0,46422.916666666664,número de cuentas de personas naturales,conteo,total
2015-07-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,48109.0,46675.333333333336,número de cuentas de personas naturales,conteo,total
2015-08-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,48444.0,46932.25,número de cuentas de personas naturales,conteo,total
2015-09-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,48691.0,47192.083333333336,número de cuentas de personas naturales,conteo,total
2015-10-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,48963.0,47455.5,número de cuentas de personas naturales,conteo,total
2015-11-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,49261.0,47718.166666666664,número de cuentas de personas naturales,conteo,total
2015-12-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,49470.0,47979.833333333336,número de cuentas de personas naturales,conteo,total
2016-01-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,49547.0,48236.25,número de cuentas de personas naturales,conteo,total
2016-02-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,49635.0,48485.0,número de cuentas de personas naturales,conteo,total
2016-03-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,49889.0,48726.083333333336,número de cuentas de personas naturales,conteo,total
2016-04-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,50115.0,48960.25,número de cuentas de personas naturales,conteo,total
2016-05-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,50389.0,49197.916666666664,número de cuentas de personas naturales,conteo,total
2016-06-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,50565.0,49423.166666666664,número de cuentas de personas naturales,conteo,total
2016-07-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,50773.0,49645.166666666664,número de cuentas de personas naturales,conteo,total
2016-08-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,50946.0,49853.666666666664,número de cuentas de personas naturales,conteo,total
2016-09-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,51114.0,50055.583333333336,número de cuentas de personas naturales,conteo,total
2016-10-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,51269.0,50247.75,número de cuentas de personas naturales,conteo,total
2016-11-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,51302.0,50417.833333333336,número de cuentas de personas naturales,conteo,total
2016-12-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,51364.0,50575.666666666664,número de cuentas de personas naturales,conteo,total
2017-01-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,51466.0,50735.583333333336,número de cuentas de personas naturales,conteo,total
2017-02-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,51523.0,50892.916666666664,número de cuentas de personas naturales,conteo,total
2017-03-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,51805.0,51052.583333333336,número de cuentas de personas naturales,conteo,total
2017-04-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,51968.0,51207.0,número de cuentas de personas naturales,conteo,total
2017-05-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,52259.0,51362.833333333336,número de cuentas de personas naturales,conteo,total
2017-06-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,52354.0,51511.916666666664,número de cuentas de personas naturales,conteo,total
2017-07-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,52567.0,51661.416666666664,número de cuentas de personas naturales,conteo,total
2017-08-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,52805.0,51816.333333333336,número de cuentas de personas naturales,conteo,total
2017-09-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,52999.0,51973.416666666664,número de cuentas de personas naturales,conteo,total
2017-10-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,53265.0,52139.75,número de cuentas de personas naturales,conteo,total
2017-11-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,53517.0,52324.333333333336,número de cuentas de personas naturales,conteo,total
2017-12-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,53714.0,52520.166666666664,número de cuentas de personas naturales,conteo,total
2018-01-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,53895.0,52722.583333333336,número de cuentas de personas naturales,conteo,total
2018-02-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,54086.0,52936.166666666664,número de cuentas de personas naturales,conteo,total
2018-03-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,54423.0,53154.333333333336,número de cuentas de personas naturales,conteo,total
2018-04-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,54698.0,53381.833333333336,número de cuentas de personas naturales,conteo,total
2018-05-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,54977.0,53608.333333333336,número de cuentas de personas naturales,conteo,total
2018-06-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,55199.0,53845.416666666664,número de cuentas de personas naturales,conteo,total
2018-07-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,55326.0,54075.333333333336,número de cuentas de personas naturales,conteo,total
2018-08-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,55594.0,54307.75,número de cuentas de personas naturales,conteo,total
2018-09-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,55798.0,54541.0,número de cuentas de personas naturales,conteo,total
2018-10-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,56139.0,54780.5,número de cuentas de personas naturales,conteo,total
2018-11-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,56418.0,55022.25,número de cuentas de personas naturales,conteo,total
2018-12-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,56709.0,55271.833333333336,número de cuentas de personas naturales,conteo,total
2019-01-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,56948.0,55526.25,número de cuentas de personas naturales,conteo,total
2019-02-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,57204.0,55786.083333333336,número de cuentas de personas naturales,conteo,total
2019-03-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,57720.0,56060.833333333336,número de cuentas de personas naturales,conteo,total
2019-04-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,58071.0,56341.916666666664,número de cuentas de personas naturales,conteo,total
2019-05-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,58493.0,56634.916666666664,número de cuentas de personas naturales,conteo,total
2019-06-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,58862.0,56940.166666666664,número de cuentas de personas naturales,conteo,total
2019-07-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,59396.0,57279.333333333336,número de cuentas de personas naturales,conteo,total
2019-08-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,59784.0,57628.5,número de cuentas de personas naturales,conteo,total
2019-09-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,59732.0,57956.333333333336,número de cuentas de personas naturales,conteo,total
2019-10-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,60077.0,58284.5,número de cuentas de personas naturales,conteo,total
2019-11-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,60341.0,58611.416666666664,número de cuentas de personas naturales,conteo,total
2019-12-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,60670.0,58941.5,número de cuentas de personas naturales,conteo,total
2020-01-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,60975.0,59277.083333333336,número de cuentas de personas naturales,conteo,total
2020-02-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,61130.0,59604.25,número de cuentas de personas naturales,conteo,total
2020-03-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,61385.0,59909.666666666664,número de cuentas de personas naturales,conteo,total
2020-04-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,61307.0,60179.333333333336,número de cuentas de personas naturales,conteo,total
2020-05-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,61183.0,60403.5,número de cuentas de personas naturales,conteo,total
2020-06-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,61136.0,60593.0,número de cuentas de personas naturales,conteo,total
2020-07-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,61294.0,60751.166666666664,número de cuentas de personas naturales,conteo,total
2020-08-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,61274.0,60875.333333333336,número de cuentas de personas naturales,conteo,total
2020-09-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,61607.0,61031.583333333336,número de cuentas de personas naturales,conteo,total
2020-10-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,62058.0,61196.666666666664,número de cuentas de personas naturales,conteo,total
2020-11-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,62553.0,61381.0,número de cuentas de personas naturales,conteo,total
2020-12-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,62963.0,61572.083333333336,número de cuentas de personas naturales,conteo,total
2021-01-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,63330.0,61768.333333333336,número de cuentas de personas naturales,conteo,total
2021-02-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,63723.0,61984.416666666664,número de cuentas de personas naturales,conteo,total
2021-03-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,64130.0,62213.166666666664,número de cuentas de personas naturales,conteo,total
2021-04-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,64648.0,62491.583333333336,número de cuentas de personas naturales,conteo,total
2021-05-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,65168.0,62823.666666666664,número de cuentas de personas naturales,conteo,total
2021-06-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,65598.0,63195.5,número de cuentas de personas naturales,conteo,total
2021-07-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,65995.0,63587.25,número de cuentas de personas naturales,conteo,total
2021-08-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,66384.0,64013.083333333336,número de cuentas de personas naturales,conteo,total
2021-09-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,66708.0,64438.166666666664,número de cuentas de personas naturales,conteo,total
2021-10-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,66236.0,64786.333333333336,número de cuentas de personas naturales,conteo,total
2021-11-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,66435.0,65109.833333333336,número de cuentas de personas naturales,conteo,total
2021-12-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,66471.0,65402.166666666664,número de cuentas de personas naturales,conteo,total
2022-01-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,65327.0,65568.58333333333,número de cuentas de personas naturales,conteo,total
2022-02-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,64954.0,65671.16666666667,número de cuentas de personas naturales,conteo,total
2022-03-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,65434.0,65779.83333333333,número de cuentas de personas naturales,conteo,total
2022-04-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,65827.0,65878.08333333333,número de cuentas de personas naturales,conteo,total
2022-05-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,66253.0,65968.5,número de cuentas de personas naturales,conteo,total
2022-06-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,66603.0,66052.25,número de cuentas de personas naturales,conteo,total
2022-07-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,67085.0,66143.08333333333,número de cuentas de personas naturales,conteo,total
2022-08-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,66877.0,66184.16666666667,número de cuentas de personas naturales,conteo,total
2022-09-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,66487.0,66165.75,número de cuentas de personas naturales,conteo,total
2022-10-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,66848.0,66216.75,número de cuentas de personas naturales,conteo,total
2022-11-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,66574.0,66228.33333333333,número de cuentas de personas naturales,conteo,total
2022-12-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,66362.0,66219.25,número de cuentas de personas naturales,conteo,total
2023-01-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,66888.0,66349.33333333333,número de cuentas de personas naturales,conteo,total
2023-02-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,67537.0,66564.58333333333,número de cuentas de personas naturales,conteo,total
2023-03-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,68444.0,66815.41666666667,número de cuentas de personas naturales,conteo,total
2023-04-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,69135.0,67091.08333333333,número de cuentas de personas naturales,conteo,total
2023-05-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,70148.0,67415.66666666667,número de cuentas de personas naturales,conteo,total
2023-06-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,70818.0,67766.91666666667,número de cuentas de personas naturales,conteo,total
2023-07-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,71633.0,68145.91666666667,número de cuentas de personas naturales,conteo,total
2023-08-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,72345.0,68601.58333333333,número de cuentas de personas naturales,conteo,total
2023-09-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,72873.0,69133.75,número de cuentas de personas naturales,conteo,total
2023-10-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,72792.0,69629.08333333333,número de cuentas de personas naturales,conteo,total
2023-11-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,73458.0,70202.75,número de cuentas de personas naturales,conteo,total
2023-12-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,74193.0,70855.33333333333,número de cuentas de personas naturales,conteo,total
2024-01-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,75090.0,71538.83333333333,número de cuentas de personas naturales,conteo,total
2024-02-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,75908.0,72236.41666666667,número de cuentas de personas naturales,conteo,total
2024-03-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,76365.0,72896.5,número de cuentas de personas naturales,conteo,total
2024-04-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,77258.0,73573.41666666667,número de cuentas de personas naturales,conteo,total
2024-05-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,78075.0,74234.0,número de cuentas de personas naturales,conteo,total
2024-06-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,77827.0,74818.08333333333,número de cuentas de personas naturales,conteo,total
2024-07-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,78519.0,75391.91666666667,número de cuentas de personas naturales,conteo,total
2024-08-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,79162.0,75960.0,número de cuentas de personas naturales,conteo,total
2024-09-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,79541.0,76515.66666666667,número de cuentas de personas naturales,conteo,total
2024-10-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,78608.0,77000.33333333333,número de cuentas de personas naturales,conteo,total
2024-11-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,77444.0,77332.5,número de cuentas de personas naturales,conteo,total
2024-12-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,76922.0,77559.91666666667,número de cuentas de personas naturales,conteo,total
2025-01-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,77378.0,77750.58333333333,número de cuentas de personas naturales,conteo,total
2025-02-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,77597.0,77891.33333333333,número de cuentas de personas naturales,conteo,total
2025-03-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,78527.0,78071.5,número de cuentas de personas naturales,conteo,total
2025-04-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,79462.0,78255.16666666667,número de cuentas de personas naturales,conteo,total
2025-05-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,80578.0,78463.75,número de cuentas de personas naturales,conteo,total
2025-06-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,81310.0,78754.0,número de cuentas de personas naturales,conteo,total
2025-07-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,83230.0,79146.58333333333,número de cuentas de personas naturales,conteo,total
2025-08-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,83888.0,79540.41666666667,número de cuentas de personas naturales,conteo,total
2025-09-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,84360.0,79942.0,número de cuentas de personas naturales,conteo,total
2025-10-01,01,Tarapacá,CCPN,cuentas_corrientes,stock,unidades,84510.0,80433.83333333333,número de cuentas de personas naturales,conteo,total
