date,region_id,region_display,mnemonico,indicador,unidad,eje_espacial,valor,suma_12m
2013-05-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,30.0,
2013-06-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,33.0,
2013-07-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,28.0,
2013-08-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,32.0,
2013-09-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,30.0,
2013-10-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,68.0,
2013-11-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,60.0,
2013-12-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,66.0,
2014-01-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,63.0,
2014-02-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,53.0,
2014-03-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,63.0,
2014-04-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,61.0,587.0
2014-05-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,77.0,634.0
2014-06-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,72.0,673.0
2014-07-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,81.0,726.0
2014-08-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,98.0,792.0
2014-09-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,84.0,846.0
2014-10-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,104.0,882.0
2014-11-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,88.0,910.0
2014-12-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,54.0,898.0
2015-01-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,97.0,932.0
2015-02-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,89.0,968.0
2015-03-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,89.0,994.0
2015-04-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,104.0,1037.0
2015-05-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,95.0,1055.0
2015-06-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,89.0,1072.0
2015-07-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,95.0,1086.0
2015-08-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,118.0,1106.0
2015-09-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,106.0,1128.0
2015-10-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,127.0,1151.0
2015-11-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,100.0,1163.0
2015-12-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,79.0,1188.0
2016-01-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,96.0,1187.0
2016-02-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,109.0,1207.0
2016-03-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,156.0,1274.0
2016-04-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,121.0,1291.0
2016-05-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,135.0,1331.0
2016-06-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,133.0,1375.0
2016-07-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,132.0,1412.0
2016-08-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,135.0,1429.0
2016-09-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,140.0,1463.0
2016-10-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,136.0,1472.0
2016-11-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,132.0,1504.0
2016-12-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,119.0,1544.0
2017-01-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,145.0,1593.0
2017-02-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,118.0,1602.0
2017-03-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,191.0,1637.0
2017-04-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,145.0,1661.0
2017-05-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,158.0,1684.0
2017-06-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,183.0,1734.0
2017-07-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,146.0,1748.0
2017-08-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,215.0,1828.0
2017-09-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,140.0,1828.0
2017-10-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,186.0,1878.0
2017-11-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,175.0,1921.0
2017-12-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,118.0,1920.0
2018-01-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,174.0,1949.0
2018-02-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,182.0,2013.0
2018-03-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,175.0,1997.0
2018-04-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,155.0,2007.0
2018-05-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,187.0,2036.0
2018-06-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,168.0,2021.0
2018-07-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,218.0,2093.0
2018-08-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,199.0,2077.0
2018-09-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,149.0,2086.0
2018-10-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,212.0,2112.0
2018-11-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,198.0,2135.0
2018-12-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,151.0,2168.0
2019-01-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,206.0,2200.0
2019-02-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,151.0,2169.0
2019-03-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,199.0,2193.0
2019-04-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,186.0,2224.0
2019-05-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,195.0,2232.0
2019-06-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,196.0,2260.0
2019-07-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,236.0,2278.0
2019-08-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,241.0,2320.0
2019-09-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,161.0,2332.0
2019-10-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,165.0,2285.0
2019-11-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,143.0,2230.0
2019-12-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,159.0,2238.0
2020-01-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,212.0,2244.0
2020-02-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,174.0,2267.0
2020-03-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,145.0,2213.0
2020-04-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,133.0,2160.0
2020-05-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,174.0,2139.0
2020-06-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,206.0,2149.0
2020-07-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,224.0,2137.0
2020-08-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,258.0,2154.0
2020-09-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,249.0,2242.0
2020-10-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,276.0,2353.0
2020-11-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,312.0,2522.0
2020-12-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,199.0,2562.0
2021-01-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,296.0,2646.0
2021-02-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,267.0,2739.0
2021-03-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,289.0,2883.0
2021-04-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,261.0,3011.0
2021-05-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,227.0,3064.0
2021-06-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,287.0,3145.0
2021-07-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,264.0,3185.0
2021-08-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,301.0,3228.0
2021-09-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,252.0,3231.0
2021-10-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,309.0,3264.0
2021-11-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,235.0,3187.0
2021-12-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,167.0,3155.0
2022-01-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,185.0,3044.0
2022-02-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,202.0,2979.0
2022-03-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,246.0,2936.0
2022-04-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,224.0,2899.0
2022-05-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,223.0,2895.0
2022-06-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,230.0,2838.0
2022-07-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,243.0,2817.0
2022-08-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,356.0,2872.0
2022-09-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,303.0,2923.0
2022-10-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,237.0,2851.0
2022-11-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,225.0,2841.0
2022-12-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,181.0,2855.0
2023-01-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,217.0,2887.0
2023-02-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,203.0,2888.0
2023-03-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,240.0,2882.0
2023-04-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,232.0,2890.0
2023-05-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,204.0,2871.0
2023-06-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,223.0,2864.0
2023-07-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,258.0,2879.0
2023-08-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,394.0,2917.0
2023-09-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,264.0,2878.0
2023-10-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,269.0,2910.0
2023-11-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,222.0,2907.0
2023-12-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,197.0,2923.0
2024-01-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,227.0,2933.0
2024-02-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,219.0,2949.0
2024-03-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,274.0,2983.0
2024-04-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,237.0,2988.0
2024-05-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,232.0,3016.0
2024-06-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,204.0,2997.0
2024-07-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,271.0,3010.0
2024-08-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,325.0,2941.0
2024-09-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,240.0,2917.0
2024-10-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,341.0,2989.0
2024-11-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,347.0,3114.0
2024-12-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,249.0,3166.0
2025-01-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,317.0,3256.0
2025-02-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,264.0,3301.0
2025-03-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,349.0,3376.0
2025-04-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,349.0,3488.0
2025-05-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,320.0,3576.0
2025-06-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,291.0,3663.0
2025-07-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,314.0,3706.0
2025-08-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,356.0,3737.0
2025-09-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,329.0,3826.0
2025-10-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,386.0,3871.0
2025-11-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,314.0,3838.0
2025-12-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,288.0,3877.0
2026-01-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,342.0,3902.0
2026-02-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,285.0,3923.0
2026-03-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,331.0,3905.0
2026-04-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,347.0,3903.0
2026-05-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,316.0,3899.0
2026-06-01,01,Tarapacá,CEYS,empresas_constituidas,unidades,False,345.0,3953.0
2013-05-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,58.0,
2013-06-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,59.0,
2013-07-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,90.0,
2013-08-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,65.0,
2013-09-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,37.0,
2013-10-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,120.0,
2013-11-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,133.0,
2013-12-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,93.0,
2014-01-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,126.0,
2014-02-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,105.0,
2014-03-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,149.0,
2014-04-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,139.0,1174.0
2014-05-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,148.0,1264.0
2014-06-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,145.0,1350.0
2014-07-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,185.0,1445.0
2014-08-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,186.0,1566.0
2014-09-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,167.0,1696.0
2014-10-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,204.0,1780.0
2014-11-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,159.0,1806.0
2014-12-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,151.0,1864.0
2015-01-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,182.0,1920.0
2015-02-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,150.0,1965.0
2015-03-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,200.0,2016.0
2015-04-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,204.0,2081.0
2015-05-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,201.0,2134.0
2015-06-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,216.0,2205.0
2015-07-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,219.0,2239.0
2015-08-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,227.0,2280.0
2015-09-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,220.0,2333.0
2015-10-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,240.0,2369.0
2015-11-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,211.0,2421.0
2015-12-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,175.0,2445.0
2016-01-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,192.0,2455.0
2016-02-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,235.0,2540.0
2016-03-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,267.0,2607.0
2016-04-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,262.0,2665.0
2016-05-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,290.0,2754.0
2016-06-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,278.0,2816.0
2016-07-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,265.0,2862.0
2016-08-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,323.0,2958.0
2016-09-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,255.0,2993.0
2016-10-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,224.0,2977.0
2016-11-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,233.0,2999.0
2016-12-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,225.0,3049.0
2017-01-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,243.0,3100.0
2017-02-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,269.0,3134.0
2017-03-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,314.0,3181.0
2017-04-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,255.0,3174.0
2017-05-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,308.0,3192.0
2017-06-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,259.0,3173.0
2017-07-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,330.0,3238.0
2017-08-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,371.0,3286.0
2017-09-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,292.0,3323.0
2017-10-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,325.0,3424.0
2017-11-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,316.0,3507.0
2017-12-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,278.0,3560.0
2018-01-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,265.0,3582.0
2018-02-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,283.0,3596.0
2018-03-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,308.0,3590.0
2018-04-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,306.0,3641.0
2018-05-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,285.0,3618.0
2018-06-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,339.0,3698.0
2018-07-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,302.0,3670.0
2018-08-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,371.0,3670.0
2018-09-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,278.0,3656.0
2018-10-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,393.0,3724.0
2018-11-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,315.0,3723.0
2018-12-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,265.0,3710.0
2019-01-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,333.0,3778.0
2019-02-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,281.0,3776.0
2019-03-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,303.0,3771.0
2019-04-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,349.0,3814.0
2019-05-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,375.0,3904.0
2019-06-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,339.0,3904.0
2019-07-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,336.0,3938.0
2019-08-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,354.0,3921.0
2019-09-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,288.0,3931.0
2019-10-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,277.0,3815.0
2019-11-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,309.0,3809.0
2019-12-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,314.0,3858.0
2020-01-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,348.0,3873.0
2020-02-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,304.0,3896.0
2020-03-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,261.0,3854.0
2020-04-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,259.0,3764.0
2020-05-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,329.0,3718.0
2020-06-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,404.0,3783.0
2020-07-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,454.0,3901.0
2020-08-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,457.0,4004.0
2020-09-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,618.0,4334.0
2020-10-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,475.0,4532.0
2020-11-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,472.0,4695.0
2020-12-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,342.0,4723.0
2021-01-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,433.0,4808.0
2021-02-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,487.0,4991.0
2021-03-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,498.0,5228.0
2021-04-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,502.0,5471.0
2021-05-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,443.0,5585.0
2021-06-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,537.0,5718.0
2021-07-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,487.0,5751.0
2021-08-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,512.0,5806.0
2021-09-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,460.0,5648.0
2021-10-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,482.0,5655.0
2021-11-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,420.0,5603.0
2021-12-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,337.0,5598.0
2022-01-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,383.0,5548.0
2022-02-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,366.0,5427.0
2022-03-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,464.0,5393.0
2022-04-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,381.0,5272.0
2022-05-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,433.0,5262.0
2022-06-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,403.0,5128.0
2022-07-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,404.0,5045.0
2022-08-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,478.0,5011.0
2022-09-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,347.0,4898.0
2022-10-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,386.0,4802.0
2022-11-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,395.0,4777.0
2022-12-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,318.0,4758.0
2023-01-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,393.0,4768.0
2023-02-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,361.0,4763.0
2023-03-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,456.0,4755.0
2023-04-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,349.0,4723.0
2023-05-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,421.0,4711.0
2023-06-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,458.0,4766.0
2023-07-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,450.0,4812.0
2023-08-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,448.0,4782.0
2023-09-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,396.0,4831.0
2023-10-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,408.0,4853.0
2023-11-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,432.0,4890.0
2023-12-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,280.0,4852.0
2024-01-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,422.0,4881.0
2024-02-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,354.0,4874.0
2024-03-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,441.0,4859.0
2024-04-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,427.0,4937.0
2024-05-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,412.0,4928.0
2024-06-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,417.0,4887.0
2024-07-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,458.0,4895.0
2024-08-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,469.0,4916.0
2024-09-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,435.0,4955.0
2024-10-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,557.0,5104.0
2024-11-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,528.0,5200.0
2024-12-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,394.0,5314.0
2025-01-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,500.0,5392.0
2025-02-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,453.0,5491.0
2025-03-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,527.0,5577.0
2025-04-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,510.0,5660.0
2025-05-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,537.0,5785.0
2025-06-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,524.0,5892.0
2025-07-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,588.0,6022.0
2025-08-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,616.0,6169.0
2025-09-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,508.0,6242.0
2025-10-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,605.0,6290.0
2025-11-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,608.0,6370.0
2025-12-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,463.0,6439.0
2026-01-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,557.0,6496.0
2026-02-01,02,Antofagasta,CEYS,empresas_constituidas,unidades,False,499.0,6542.0
