series_code,n_obs,date_min,date_max,frequency,region_id,error
F022.VIVBI.STO.Z.BEST.CLP.M,222,2008-01-01,2026-06-01,M,,
F022.VIVBI.STO.Z.BFAL.CLP.M,222,2008-01-01,2026-06-01,M,,
F022.VIVBI.STO.Z.BHS.CLP.M,222,2008-01-01,2026-06-01,M,,
F022.VIVBI.STO.Z.BINT.CLP.M,222,2008-01-01,2026-06-01,M,,
F022.VIVBI.STO.Z.BIYC.CLP.M,222,2008-01-01,2026-06-01,M,,
F022.VIVBI.STO.Z.BJPM.CLP.M,222,2008-01-01,2026-06-01,M,,
F022.VIVBI.STO.Z.BNAR.CLP.M,129,2008-01-01,2018-09-01,M,,
F022.VIVBI.STO.Z.BPAR.CLP.M,108,2008-01-01,2016-12-01,M,,
F022.VIVBI.STO.Z.BPEN.CLP.M,109,2008-01-01,2017-01-01,M,,
F022.VIVBI.STO.Z.BRAB.CLP.M,112,2008-01-01,2017-04-01,M,,
F022.VIVBI.STO.Z.BRIP.CLP.M,222,2008-01-01,2026-06-01,M,,
F022.VIVBI.STO.Z.BSAN.CLP.M,222,2008-01-01,2026-06-01,M,,
F022.VIVBI.STO.Z.BSCO.CLP.M,222,2008-01-01,2026-06-01,M,,
F022.VIVBI.STO.Z.BSEC.CLP.M,214,2008-01-01,2025-10-01,M,,
F022.VIVBI.STO.Z.BSUD.CLP.M,45,2008-01-01,2011-09-01,M,,
F022.VIVBI.STO.Z.BTAN.CLP.M,9,2025-10-01,2026-06-01,M,,
F022.VIVBI.STO.Z.BTOK.CLP.M,134,2008-01-01,2019-02-01,M,,
F022.VIVBI.STO.Z.Z.CLP.M,523,1983-01-01,2026-07-01,M,,
F089.TPM.TAS.11.M,300,2001-09-01,2026-08-01,M,,
F089.TPM.TAS.13.M,101,2001-09-01,2010-01-01,M,,
F089.TPM.TAS.14.M,300,2001-09-01,2026-08-01,M,,
F089.TPM.TAS.15.M,300,2001-09-01,2026-08-01,M,,
F089.TPM.TAS.16.M,26,2002-11-01,2004-12-01,M,,
F089.TPM.TAS.17.M,24,2003-11-01,2005-10-01,M,,
F089.TPM.TAS.18.M,26,2004-11-01,2006-12-01,M,,
F089.TPM.TAS.19.M,26,2005-11-01,2007-12-01,M,,
F089.TPM.TAS.20.M,36,2006-01-01,2008-12-01,M,,
F089.TPM.TAS.2017.M,12,2016-11-01,2017-10-01,M,,
F089.TPM.TAS.2018.M,12,2017-11-01,2018-10-01,M,,
F089.TPM.TAS.2019.M,12,2018-11-01,2019-10-01,M,,
F089.TPM.TAS.2020.M,12,2019-11-01,2020-10-01,M,,
F089.TPM.TAS.2021.M,12,2020-11-01,2021-10-01,M,,
F089.TPM.TAS.2022.M,12,2021-11-01,2022-10-01,M,,
F089.TPM.TAS.2023.M,12,2022-11-01,2023-10-01,M,,
F089.TPM.TAS.2024.M,12,2023-11-01,2024-10-01,M,,
F089.TPM.TAS.2025.M,12,2024-11-01,2025-10-01,M,,
F089.TPM.TAS.2026.M,10,2025-11-01,2026-08-01,M,,
F089.TPM.TAS.21.M,24,2008-01-01,2009-12-01,M,,
F089.TPM.TAS.22.M,26,2008-11-01,2010-12-01,M,,
F089.TPM.TAS.23.M,24,2009-11-01,2011-10-01,M,,
F089.TPM.TAS.24.M,31,2010-06-01,2012-12-01,M,,
F089.TPM.TAS.26.M,231,2007-06-01,2026-08-01,M,,
F089.TPM.TAS.30.M,199,2010-02-01,2026-08-01,M,,
F089.TPM.TAS.31.M,195,2010-06-01,2026-08-01,M,,
F089.TPM.TAS.34.M,14,2012-11-01,2013-12-01,M,,
F089.TPM.TAS.35.M,82,2019-11-01,2026-08-01,M,,
F089.TPM.TAS.37.M,14,2013-11-01,2014-12-01,M,,
F089.TPM.TAS.38.M,12,2014-11-01,2015-10-01,M,,
F089.TPM.TAS.39.M,12,2015-11-01,2016-10-01,M,,
F089.TPM.TAS.LP.M,82,2019-11-01,2026-08-01,M,,
F022.VIVREC.STO.Z.Z.Z.T,69,2009-01-01,2026-01-01,T,,
F022.VIVRN.STO.Z.Z.Z.T,68,2009-01-01,2025-10-01,T,,
F022.VIVRSE.STO.Z.Z.Z.T,69,2009-01-01,2026-01-01,T,,
F022.VIVRT.STO.Z.Z.Z.T,69,2009-01-01,2026-01-01,T,,
F038.DEUBH.PIND.53.10.N.2013.CLP.T,72,2003-10-01,2021-07-01,T,,
F038.DEUBH.PIND.53.10.N.2018.CLP.T,90,2003-10-01,2026-01-01,T,,
F038.DEUBH.PPB2.53.10.N.2013.CLP.T,75,2003-01-01,2021-07-01,T,,
F038.DEUBH.PPB2.53.10.N.2018.CLP.T,93,2003-01-01,2026-01-01,T,,
F089.ECB.10Y20.CONSFCH1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.20Y30.CONSFCH1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.30Y40.CONSFCH1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.40Y50.CONSFCH1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.AMNIV.COMDNC1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.AMNIV.COMDNC2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.AMNIV.CONSDNC1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.AMNIV.CONSDNC2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.AMNIV.IMBDNC1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.AMNIV.IMBDNC2.T,63,2010-10-01,2026-04-01,T,,
F089.ECB.CCMOD.COMDNC1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.CCMOD.COMDNC2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.CCMOD.CONSDNC1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.CCMOD.CONSDNC2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.CCMOD.IMBDNC1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.CCMOD.IMBDNC2.T,63,2010-10-01,2026-04-01,T,,
F089.ECB.IND.COMCC1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.COMCC10.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.COMCC2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.COMCC3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.COMCC4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.COMCC5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.COMCC6.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.COMCC7.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.COMCC8.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.COMCC9.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.COMDNC1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.COMDNC2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.COMEA1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.COMEA2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.COMFCD1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.COMFCD2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.COMFCD3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.COMFCD4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.COMFCD5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.COMFCD6.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.COMFCD7.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.COMFCEA1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.COMFCEA10.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.COMFCEA11.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.COMFCEA2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.COMFCEA3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.COMFCEA4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.COMFCEA5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.COMFCEA6.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.COMFCEA7.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.COMFCEA8.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.COMFCEA9.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.CONSCC1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.CONSCC10.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.CONSCC11.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.CONSCC12.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.CONSCC2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.CONSCC3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.CONSCC4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.CONSCC5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.CONSCC6.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.CONSCC7.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.CONSCC8.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.CONSCC9.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.CONSDNC1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.CONSDNC2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.CONSEA1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.CONSEA2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.CONSFCD1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.CONSFCD2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.CONSFCD3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.CONSFCD4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.CONSFCD5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.CONSFCD6.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.CONSFCEA1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.CONSFCEA2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.CONSFCEA3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.CONSFCEA4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.CONSFCEA5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.CONSFCEA6.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.CONSFCEA7.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.CONSFCEA8.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.CONSFCH1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.IMBCC1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.IMBCC2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.IMBCC3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.IMBCC4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.IMBCC5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.IMBCC6.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.IMBDNC1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.IMBDNC2.T,63,2010-10-01,2026-04-01,T,,
F089.ECB.IND.IMBEA1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.IMBEA2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.IMBFCD1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.IMBFCD2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.IMBFCD3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.IMBFCD4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.IMBFCD5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.IMBFCEA1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.IMBFCEA2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.IMBFCEA3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.IMBFCEA4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.IND.IMBFCEA5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MAS50.CONSFCH1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MEN10.CONSFCH1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.COMFCD1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.COMFCD2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.COMFCD3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.COMFCD4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.COMFCD5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.COMFCD6.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.COMFCD7.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.COMFCEA1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.COMFCEA10.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.COMFCEA11.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.COMFCEA2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.COMFCEA3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.COMFCEA4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.COMFCEA5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.COMFCEA6.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.COMFCEA7.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.COMFCEA8.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.COMFCEA9.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.CONSFCD1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.CONSFCD2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.CONSFCD3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.CONSFCD4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.CONSFCD5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.CONSFCD6.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.CONSFCEA1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.CONSFCEA2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.CONSFCEA3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.CONSFCEA4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.CONSFCEA5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.CONSFCEA6.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.CONSFCEA7.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.CONSFCEA8.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.IMBFCD1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.IMBFCD2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.IMBFCD3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.IMBFCD4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.IMBFCD5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.IMBFCEA1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.IMBFCEA2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.IMBFCEA3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.IMBFCEA4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MIMP.IMBFCEA5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMNRES.COMCC1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMNRES.COMCC10.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMNRES.COMCC2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMNRES.COMCC3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMNRES.COMCC4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMNRES.COMCC5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMNRES.COMCC6.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMNRES.COMCC7.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMNRES.COMCC8.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMNRES.COMCC9.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMNRES.COMEA1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMNRES.COMEA2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMNRES.CONSCC1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMNRES.CONSCC10.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMNRES.CONSCC11.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMNRES.CONSCC12.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMNRES.CONSCC2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMNRES.CONSCC3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMNRES.CONSCC4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMNRES.CONSCC5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMNRES.CONSCC6.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMNRES.CONSCC7.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMNRES.CONSCC8.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMNRES.CONSCC9.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMNRES.CONSEA1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMNRES.CONSEA2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMNRES.IMBCC1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMNRES.IMBCC2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMNRES.IMBCC3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMNRES.IMBCC4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMNRES.IMBCC5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMNRES.IMBCC6.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMNRES.IMBEA1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMNRES.IMBEA2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMSDEB.COMDNC1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMSDEB.COMDNC2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMSDEB.CONSDNC1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMSDEB.CONSDNC2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMSDEB.IMBDNC1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMSDEB.IMBDNC2.T,63,2010-10-01,2026-04-01,T,,
F089.ECB.MMSRES.COMCC1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMSRES.COMCC10.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMSRES.COMCC2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMSRES.COMCC3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMSRES.COMCC4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMSRES.COMCC5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMSRES.COMCC6.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMSRES.COMCC7.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMSRES.COMCC8.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMSRES.COMCC9.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMSRES.COMEA1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMSRES.COMEA2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMSRES.CONSCC1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMSRES.CONSCC10.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMSRES.CONSCC11.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMSRES.CONSCC12.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMSRES.CONSCC2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMSRES.CONSCC3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMSRES.CONSCC4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMSRES.CONSCC5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMSRES.CONSCC6.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMSRES.CONSCC7.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMSRES.CONSCC8.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMSRES.CONSCC9.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMSRES.CONSEA1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMSRES.CONSEA2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMSRES.IMBCC1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMSRES.IMBCC2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMSRES.IMBCC3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMSRES.IMBCC4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMSRES.IMBCC5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMSRES.IMBCC6.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMSRES.IMBEA1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MMSRES.IMBEA2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MNRES.COMCC1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MNRES.COMCC10.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MNRES.COMCC2.T,94,2003-01-01,2026-04-01,T,,
