series_code,n_obs,date_min,date_max,frequency,region_id,error
F089.ECB.MNRES.COMCC3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MNRES.COMCC4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MNRES.COMCC5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MNRES.COMCC6.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MNRES.COMCC7.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MNRES.COMCC8.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MNRES.COMCC9.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MNRES.COMEA1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MNRES.COMEA2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MNRES.CONSCC1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MNRES.CONSCC10.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MNRES.CONSCC11.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MNRES.CONSCC12.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MNRES.CONSCC2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MNRES.CONSCC3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MNRES.CONSCC4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MNRES.CONSCC5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MNRES.CONSCC6.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MNRES.CONSCC7.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MNRES.CONSCC8.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MNRES.CONSCC9.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MNRES.CONSEA1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MNRES.CONSEA2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MNRES.IMBCC1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MNRES.IMBCC2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MNRES.IMBCC3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MNRES.IMBCC4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MNRES.IMBCC5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MNRES.IMBCC6.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MNRES.IMBEA1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MNRES.IMBEA2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MSRES.COMCC1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MSRES.COMCC10.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MSRES.COMCC2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MSRES.COMCC3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MSRES.COMCC4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MSRES.COMCC5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MSRES.COMCC6.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MSRES.COMCC7.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MSRES.COMCC8.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MSRES.COMCC9.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MSRES.COMEA1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MSRES.COMEA2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MSRES.CONSCC1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MSRES.CONSCC10.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MSRES.CONSCC11.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MSRES.CONSCC12.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MSRES.CONSCC2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MSRES.CONSCC3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MSRES.CONSCC4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MSRES.CONSCC5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MSRES.CONSCC6.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MSRES.CONSCC7.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MSRES.CONSCC8.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MSRES.CONSCC9.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MSRES.CONSEA1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MSRES.CONSEA2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MSRES.IMBCC1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MSRES.IMBCC2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MSRES.IMBCC3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MSRES.IMBCC4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MSRES.IMBCC5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MSRES.IMBCC6.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MSRES.IMBEA1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.MSRES.IMBEA2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.COMFCD1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.COMFCD2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.COMFCD3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.COMFCD4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.COMFCD5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.COMFCD6.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.COMFCD7.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.COMFCEA1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.COMFCEA10.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.COMFCEA11.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.COMFCEA2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.COMFCEA3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.COMFCEA4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.COMFCEA5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.COMFCEA6.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.COMFCEA7.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.COMFCEA8.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.COMFCEA9.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.CONSFCD1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.CONSFCD2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.CONSFCD3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.CONSFCD4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.CONSFCD5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.CONSFCD6.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.CONSFCEA1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.CONSFCEA2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.CONSFCEA3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.CONSFCEA4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.CONSFCEA5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.CONSFCEA6.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.CONSFCEA7.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.CONSFCEA8.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.IMBFCD1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.IMBFCD2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.IMBFCD3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.IMBFCD4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.IMBFCD5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.IMBFCEA1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.IMBFCEA2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.IMBFCEA3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.IMBFCEA4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.RIMP.IMBFCEA5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SCAM.COMCC1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SCAM.COMCC10.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SCAM.COMCC2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SCAM.COMCC3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SCAM.COMCC4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SCAM.COMCC5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SCAM.COMCC6.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SCAM.COMCC7.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SCAM.COMCC8.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SCAM.COMCC9.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SCAM.COMEA1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SCAM.COMEA2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SCAM.CONSCC1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SCAM.CONSCC10.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SCAM.CONSCC11.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SCAM.CONSCC12.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SCAM.CONSCC2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SCAM.CONSCC3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SCAM.CONSCC4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SCAM.CONSCC5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SCAM.CONSCC6.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SCAM.CONSCC7.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SCAM.CONSCC8.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SCAM.CONSCC9.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SCAM.CONSEA1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SCAM.CONSEA2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SCAM.IMBCC1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SCAM.IMBCC2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SCAM.IMBCC3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SCAM.IMBCC4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SCAM.IMBCC5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SCAM.IMBCC6.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SCAM.IMBEA1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SCAM.IMBEA2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.COMFCD1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.COMFCD2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.COMFCD3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.COMFCD4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.COMFCD5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.COMFCD6.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.COMFCD7.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.COMFCEA1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.COMFCEA10.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.COMFCEA11.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.COMFCEA2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.COMFCEA3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.COMFCEA4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.COMFCEA5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.COMFCEA6.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.COMFCEA7.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.COMFCEA8.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.COMFCEA9.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.CONSFCD1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.CONSFCD2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.CONSFCD3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.CONSFCD4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.CONSFCD5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.CONSFCD6.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.CONSFCEA1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.CONSFCEA2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.CONSFCEA3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.CONSFCEA4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.CONSFCEA5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.CONSFCEA6.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.CONSFCEA7.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.CONSFCEA8.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.IMBFCD1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.IMBFCD2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.IMBFCD3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.IMBFCD4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.IMBFCD5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.IMBFCEA1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.IMBFCEA2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.IMBFCEA3.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.IMBFCEA4.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SIMP.IMBFCEA5.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SMSDEB.COMDNC1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SMSDEB.COMDNC2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SMSDEB.CONSDNC1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SMSDEB.CONSDNC2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SMSDEB.IMBDNC1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SMSDEB.IMBDNC2.T,63,2010-10-01,2026-04-01,T,,
F089.ECB.SMSFUE.COMDNC1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SMSFUE.COMDNC2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SMSFUE.CONSDNC1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SMSFUE.CONSDNC2.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SMSFUE.IMBDNC1.T,94,2003-01-01,2026-04-01,T,,
F089.ECB.SMSFUE.IMBDNC2.T,63,2010-10-01,2026-04-01,T,,
