series_code,series_name,region_id,region_name,frequency,chapter,table_name,sector_id,sector_name,region_parse_method
F089.TPM.TAS.2025.M,Diciembre 2025,,Nacional,M,Expectativas Económicas,Expectativas tasa de política monetaria (porcentaje),,,nacional
F089.TPM.TAS.2026.M,Diciembre 2026,,Nacional,M,Expectativas Económicas,Expectativas tasa de política monetaria (porcentaje),,,nacional
F089.TPM.TAS.21.M,Diciembre 2009,,Nacional,M,Expectativas Económicas,Expectativas tasa de política monetaria (porcentaje),,,nacional
F089.TPM.TAS.22.M,Diciembre 2010,,Nacional,M,Expectativas Económicas,Expectativas tasa de política monetaria (porcentaje),,,nacional
F089.TPM.TAS.23.M,Diciembre 2011,,Nacional,M,Expectativas Económicas,Expectativas tasa de política monetaria (porcentaje),,,nacional
F089.TPM.TAS.24.M,Diciembre 2012,,Nacional,M,Expectativas Económicas,Expectativas tasa de política monetaria (porcentaje),,,nacional
F089.TPM.TAS.26.M,Dentro de 5 meses,,Nacional,M,Expectativas Económicas,Expectativas tasa de política monetaria (porcentaje),,,nacional
F089.TPM.TAS.30.M,Dentro de 17 meses,,Nacional,M,Expectativas Económicas,Expectativas tasa de política monetaria (porcentaje),,,nacional
F089.TPM.TAS.31.M,En la subsiguiente reunión,,Nacional,M,Expectativas Económicas,Expectativas tasa de política monetaria (porcentaje),,,nacional
F089.TPM.TAS.34.M,Diciembre 2013,,Nacional,M,Expectativas Económicas,Expectativas tasa de política monetaria (porcentaje),,,nacional
F089.TPM.TAS.35.M,Dentro de 35 meses,,Nacional,M,Expectativas Económicas,Expectativas tasa de política monetaria (porcentaje),,,nacional
F089.TPM.TAS.37.M,Diciembre 2014,,Nacional,M,Expectativas Económicas,Expectativas tasa de política monetaria (porcentaje),,,nacional
F089.TPM.TAS.38.M,Diciembre 2015,,Nacional,M,Expectativas Económicas,Expectativas tasa de política monetaria (porcentaje),,,nacional
F089.TPM.TAS.39.M,Diciembre 2016,,Nacional,M,Expectativas Económicas,Expectativas tasa de política monetaria (porcentaje),,,nacional
F089.TPM.TAS.LP.M,Tasa de Política Monetaria promedio a largo plazo (porcentaje),,Nacional,M,Expectativas Económicas,Expectativas parámetros estructurales,,,nacional
F022.VIVREC.STO.Z.Z.Z.T,En construcción (Región Metropolitana),,Nacional,T,Mercado de Capitales,Oferta de viviendas nuevas (miles de unidades),,,nacional
F022.VIVRN.STO.Z.Z.Z.T,Stock nacional,,Nacional,T,Mercado de Capitales,Oferta de viviendas nuevas (miles de unidades),,,nacional
F022.VIVRSE.STO.Z.Z.Z.T,Sin ejecución (Región Metropolitana),,Nacional,T,Mercado de Capitales,Oferta de viviendas nuevas (miles de unidades),,,nacional
F022.VIVRT.STO.Z.Z.Z.T,Terminaciones (Región Metropolitana),,Nacional,T,Mercado de Capitales,Oferta de viviendas nuevas (miles de unidades),,,nacional
F038.DEUBH.PIND.53.10.N.2013.CLP.T,Deuda bancaria hipotecaria (porcentaje del ingreso disponible),,Nacional,T,Cuentas Nacionales,"Ratios de los hogares e IPSFL, referencia 2013 (promedio móvil anual)",,,nacional
F038.DEUBH.PIND.53.10.N.2018.CLP.T,Deuda bancaria hipotecaria (porcentaje del ingreso disponible),,Nacional,T,Cuentas Nacionales,"Ratios de los hogares e IPSFL, referencia 2018 (promedio móvil anual)",,,nacional
F038.DEUBH.PPB2.53.10.N.2013.CLP.T,Deuda bancaria hipotecaria (porcentaje del PIB),,Nacional,T,Cuentas Nacionales,"Ratios de los hogares e IPSFL, referencia 2013 (promedio móvil anual)",,,nacional
F038.DEUBH.PPB2.53.10.N.2018.CLP.T,Deuda bancaria hipotecaria (porcentaje del PIB),,Nacional,T,Cuentas Nacionales,"Ratios de los hogares e IPSFL, referencia 2018 (promedio móvil anual)",,,nacional
F089.ECB.10Y20.CONSFCH1.T,Entre 10% y menos de 20%,,Nacional,T,Expectativas Económicas,"Banca de personas: créditos de consumo e hipotecarios, Financiamiento de créditos hipotecarios, Porcentaje de refinanciamiento de crédito hipotecario ya existente",,,nacional
F089.ECB.20Y30.CONSFCH1.T,Entre 20% y menos de 30%,,Nacional,T,Expectativas Económicas,"Banca de personas: créditos de consumo e hipotecarios, Financiamiento de créditos hipotecarios, Porcentaje de refinanciamiento de crédito hipotecario ya existente",,,nacional
F089.ECB.30Y40.CONSFCH1.T,Entre 30% y menos de 40%,,Nacional,T,Expectativas Económicas,"Banca de personas: créditos de consumo e hipotecarios, Financiamiento de créditos hipotecarios, Porcentaje de refinanciamiento de crédito hipotecario ya existente",,,nacional
F089.ECB.40Y50.CONSFCH1.T,Entre 40% y 50%,,Nacional,T,Expectativas Económicas,"Banca de personas: créditos de consumo e hipotecarios, Financiamiento de créditos hipotecarios, Porcentaje de refinanciamiento de crédito hipotecario ya existente",,,nacional
F089.ECB.AMNIV.COMDNC1.T,Al mismo nivel,,Nacional,T,Expectativas Económicas,"Banca de empresas: créditos comerciales, Demanda por nuevos créditos, Grandes empresas",,,nacional
F089.ECB.AMNIV.COMDNC2.T,Al mismo nivel,,Nacional,T,Expectativas Económicas,"Banca de empresas: créditos comerciales, Demanda por nuevos créditos, Pymes",,,nacional
F089.ECB.AMNIV.CONSDNC1.T,Al mismo nivel,,Nacional,T,Expectativas Económicas,"Banca de personas: créditos de consumo e hipotecarios, Demanda por nuevos créditos, Consumo",,,nacional
F089.ECB.AMNIV.CONSDNC2.T,Al mismo nivel,,Nacional,T,Expectativas Económicas,"Banca de personas: créditos de consumo e hipotecarios, Demanda por nuevos créditos, Hipotecarios",,,nacional
F089.ECB.AMNIV.IMBDNC1.T,Al mismo nivel,,Nacional,T,Expectativas Económicas,"Banca de empresas: créditos inmobiliarios y de la construcción, Demanda por nuevos créditos, Inmobiliarios",,,nacional
F089.ECB.AMNIV.IMBDNC2.T,Al mismo nivel,,Nacional,T,Expectativas Económicas,"Banca de empresas: créditos inmobiliarios y de la construcción, Demanda por nuevos créditos, Construcción",,,nacional
F089.ECB.CCMOD.COMDNC1.T,Moderadamente más fuerte,,Nacional,T,Expectativas Económicas,"Banca de empresas: créditos comerciales, Demanda por nuevos créditos, Grandes empresas",,,nacional
F089.ECB.CCMOD.COMDNC2.T,Moderadamente más fuerte,,Nacional,T,Expectativas Económicas,"Banca de empresas: créditos comerciales, Demanda por nuevos créditos, Pymes",,,nacional
F089.ECB.CCMOD.CONSDNC1.T,Moderadamente más fuerte,,Nacional,T,Expectativas Económicas,"Banca de personas: créditos de consumo e hipotecarios, Demanda por nuevos créditos, Consumo",,,nacional
F089.ECB.CCMOD.CONSDNC2.T,Moderadamente más fuerte,,Nacional,T,Expectativas Económicas,"Banca de personas: créditos de consumo e hipotecarios, Demanda por nuevos créditos, Hipotecarios",,,nacional
F089.ECB.CCMOD.IMBDNC1.T,Moderadamente más fuerte,,Nacional,T,Expectativas Económicas,"Banca de empresas: créditos inmobiliarios y de la construcción, Demanda por nuevos créditos, Inmobiliarios",,,nacional
F089.ECB.CCMOD.IMBDNC2.T,Moderadamente más fuerte,,Nacional,T,Expectativas Económicas,"Banca de empresas: créditos inmobiliarios y de la construcción, Demanda por nuevos créditos, Construcción",,,nacional
F089.ECB.IND.COMCC1.T,Indicador,,Nacional,T,Expectativas Económicas,"Banca de empresas: créditos comerciales, Condiciones crediticias, Grandes empresas: Disminución de las líneas de crédito (en relación con el volumen de ventas)",,,nacional
F089.ECB.IND.COMCC10.T,Indicador,,Nacional,T,Expectativas Económicas,"Banca de empresas: créditos comerciales, Condiciones crediticias, Pymes: Aumento del premio exigido a los créditos más riesgosos",,,nacional
F089.ECB.IND.COMCC2.T,Indicador,,Nacional,T,Expectativas Económicas,"Banca de empresas: créditos comerciales, Condiciones crediticias, Grandes empresas: Aumento del spread sobre el costo de fondos de su banco",,,nacional
F089.ECB.IND.COMCC3.T,Indicador,,Nacional,T,Expectativas Económicas,"Banca de empresas: créditos comerciales, Condiciones crediticias, Grandes empresas: Mayor requerimiento de garantías o imposición de otras condiciones contractuales",,,nacional
F089.ECB.IND.COMCC4.T,Indicador,,Nacional,T,Expectativas Económicas,"Banca de empresas: créditos comerciales, Condiciones crediticias, Grandes empresas: Disminución en el plazo de los créditos",,,nacional
F089.ECB.IND.COMCC5.T,Indicador,,Nacional,T,Expectativas Económicas,"Banca de empresas: créditos comerciales, Condiciones crediticias, Grandes empresas: Aumento del premio exigido a los créditos más riesgosos",,,nacional
F089.ECB.IND.COMCC6.T,Indicador,,Nacional,T,Expectativas Económicas,"Banca de empresas: créditos comerciales, Condiciones crediticias, Pymes: Disminución de las líneas de crédito (en relación con el volumen de ventas)",,,nacional
F089.ECB.IND.COMCC7.T,Indicador,,Nacional,T,Expectativas Económicas,"Banca de empresas: créditos comerciales, Condiciones crediticias, Pymes: Aumento del spread sobre el costo de fondos de su banco",,,nacional
F089.ECB.IND.COMCC8.T,Indicador,,Nacional,T,Expectativas Económicas,"Banca de empresas: créditos comerciales, Condiciones crediticias, Pymes: Mayor requerimiento de garantías o imposición de otras condiciones contractuales",,,nacional
F089.ECB.IND.COMCC9.T,Indicador,,Nacional,T,Expectativas Económicas,"Banca de empresas: créditos comerciales, Condiciones crediticias, Pymes: Disminución en el plazo de los créditos",,,nacional
F089.ECB.IND.COMDNC1.T,Indicador,,Nacional,T,Expectativas Económicas,"Banca de empresas: créditos comerciales, Demanda por nuevos créditos, Grandes empresas",,,nacional
F089.ECB.IND.COMDNC2.T,Indicador,,Nacional,T,Expectativas Económicas,"Banca de empresas: créditos comerciales, Demanda por nuevos créditos, Pymes",,,nacional
F089.ECB.IND.COMEA1.T,Indicador,,Nacional,T,Expectativas Económicas,"Banca de empresas: créditos comerciales, Estándares de aprobación, Grandes empresas",,,nacional
F089.ECB.IND.COMEA2.T,Indicador,,Nacional,T,Expectativas Económicas,"Banca de empresas: créditos comerciales, Estándares de aprobación, Pymes",,,nacional
F089.ECB.IND.COMFCD1.T,Indicador,,Nacional,T,Expectativas Económicas,"Banca de empresas: créditos comerciales, Factores que explican cambios en la demanda, Grandes empresas: Necesidades de capital de trabajo de los clientes",,,nacional
F089.ECB.IND.COMFCD2.T,Indicador,,Nacional,T,Expectativas Económicas,"Banca de empresas: créditos comerciales, Factores que explican cambios en la demanda, Grandes empresas: Inversión en activo fijo físico (plantas y equipos) de los clientes",,,nacional
