series_code,n_obs,date_min,date_max,frequency,region_id,error
F035.XSE.FLU.N.CLP.2018.04.Z.Z.03.0.A,13,2013-01-01,2025-01-01,A,03,
F035.XSE.FLU.N.CLP.2018.102.Z.Z.03.0.A,13,2013-01-01,2025-01-01,A,03,
F035.XSE.FLU.N.CLP.2018.XBI.Z.Z.03.0.A,13,2013-01-01,2025-01-01,A,03,
F035.XSE.FLU.N.CLP.2018.XBS.Z.Z.03.0.A,13,2013-01-01,2025-01-01,A,03,
F035.XSE.FLU.N.CLP.2018.Z.Z.Z.03.0.A,13,2013-01-01,2025-01-01,A,03,
F035.XSE.FLU.R.CLP.2018.03.Z.Z.03.0.A,13,2013-01-01,2025-01-01,A,03,
F035.XSE.FLU.R.CLP.2018.04.Z.Z.03.0.A,13,2013-01-01,2025-01-01,A,03,
F035.XSE.FLU.R.CLP.2018.102.Z.Z.03.0.A,13,2013-01-01,2025-01-01,A,03,
F035.XSE.FLU.R.CLP.2018.XBI.Z.Z.03.0.A,13,2013-01-01,2025-01-01,A,03,
F035.XSE.FLU.R.CLP.2018.XBS.Z.Z.03.0.A,13,2013-01-01,2025-01-01,A,03,
F035.XSE.FLU.R.CLP.2018.Z.Z.Z.03.0.A,13,2013-01-01,2025-01-01,A,03,
F035.XSE.V12.R.Z.2018.03.Z.Z.03.0.A,12,2014-01-01,2025-01-01,A,03,
F035.XSE.V12.R.Z.2018.04.Z.Z.03.0.A,12,2014-01-01,2025-01-01,A,03,
F035.XSE.V12.R.Z.2018.102.Z.Z.03.0.A,12,2014-01-01,2025-01-01,A,03,
F035.XSE.V12.R.Z.2018.XBI.Z.Z.03.0.A,12,2014-01-01,2025-01-01,A,03,
F035.XSE.V12.R.Z.2018.XBS.Z.Z.03.0.A,12,2014-01-01,2025-01-01,A,03,
F035.XSE.V12.R.Z.2018.XBSSR.Z.Z.03.0.A,12,2014-01-01,2025-01-01,A,03,
F035.XSE.V12.R.Z.2018.Z.Z.Z.03.0.A,12,2014-01-01,2025-01-01,A,03,
F035.XSE.FLU.N.CLP.2018.03.Z.Z.04.0.A,13,2013-01-01,2025-01-01,A,04,
F035.XSE.FLU.N.CLP.2018.04.Z.Z.04.0.A,13,2013-01-01,2025-01-01,A,04,
F035.XSE.FLU.N.CLP.2018.102.Z.Z.04.0.A,13,2013-01-01,2025-01-01,A,04,
F035.XSE.FLU.N.CLP.2018.XBI.Z.Z.04.0.A,13,2013-01-01,2025-01-01,A,04,
F035.XSE.FLU.N.CLP.2018.XBS.Z.Z.04.0.A,13,2013-01-01,2025-01-01,A,04,
F035.XSE.FLU.N.CLP.2018.Z.Z.Z.04.0.A,13,2013-01-01,2025-01-01,A,04,
F035.XSE.FLU.R.CLP.2018.03.Z.Z.04.0.A,13,2013-01-01,2025-01-01,A,04,
F035.XSE.FLU.R.CLP.2018.04.Z.Z.04.0.A,13,2013-01-01,2025-01-01,A,04,
F035.XSE.FLU.R.CLP.2018.102.Z.Z.04.0.A,13,2013-01-01,2025-01-01,A,04,
F035.XSE.FLU.R.CLP.2018.XBI.Z.Z.04.0.A,13,2013-01-01,2025-01-01,A,04,
F035.XSE.FLU.R.CLP.2018.XBS.Z.Z.04.0.A,13,2013-01-01,2025-01-01,A,04,
F035.XSE.FLU.R.CLP.2018.Z.Z.Z.04.0.A,13,2013-01-01,2025-01-01,A,04,
F035.XSE.V12.R.Z.2018.03.Z.Z.04.0.A,12,2014-01-01,2025-01-01,A,04,
F035.XSE.V12.R.Z.2018.04.Z.Z.04.0.A,12,2014-01-01,2025-01-01,A,04,
F035.XSE.V12.R.Z.2018.102.Z.Z.04.0.A,12,2014-01-01,2025-01-01,A,04,
F035.XSE.V12.R.Z.2018.XBI.Z.Z.04.0.A,12,2014-01-01,2025-01-01,A,04,
F035.XSE.V12.R.Z.2018.XBS.Z.Z.04.0.A,12,2014-01-01,2025-01-01,A,04,
F035.XSE.V12.R.Z.2018.XBSSR.Z.Z.04.0.A,12,2014-01-01,2025-01-01,A,04,
F035.XSE.V12.R.Z.2018.Z.Z.Z.04.0.A,12,2014-01-01,2025-01-01,A,04,
F035.XSE.FLU.N.CLP.2018.03.Z.Z.05.0.A,13,2013-01-01,2025-01-01,A,05,
F035.XSE.FLU.N.CLP.2018.04.Z.Z.05.0.A,13,2013-01-01,2025-01-01,A,05,
F035.XSE.FLU.N.CLP.2018.102.Z.Z.05.0.A,13,2013-01-01,2025-01-01,A,05,
F035.XSE.FLU.N.CLP.2018.XBI.Z.Z.05.0.A,13,2013-01-01,2025-01-01,A,05,
F035.XSE.FLU.N.CLP.2018.XBS.Z.Z.05.0.A,13,2013-01-01,2025-01-01,A,05,
F035.XSE.FLU.N.CLP.2018.Z.Z.Z.05.0.A,13,2013-01-01,2025-01-01,A,05,
F035.XSE.FLU.R.CLP.2018.03.Z.Z.05.0.A,13,2013-01-01,2025-01-01,A,05,
F035.XSE.FLU.R.CLP.2018.04.Z.Z.05.0.A,13,2013-01-01,2025-01-01,A,05,
F035.XSE.FLU.R.CLP.2018.102.Z.Z.05.0.A,13,2013-01-01,2025-01-01,A,05,
F035.XSE.FLU.R.CLP.2018.XBI.Z.Z.05.0.A,13,2013-01-01,2025-01-01,A,05,
F035.XSE.FLU.R.CLP.2018.XBS.Z.Z.05.0.A,13,2013-01-01,2025-01-01,A,05,
F035.XSE.FLU.R.CLP.2018.Z.Z.Z.05.0.A,13,2013-01-01,2025-01-01,A,05,
F035.XSE.V12.R.Z.2018.03.Z.Z.05.0.A,12,2014-01-01,2025-01-01,A,05,
F035.XSE.V12.R.Z.2018.04.Z.Z.05.0.A,12,2014-01-01,2025-01-01,A,05,
F035.XSE.V12.R.Z.2018.102.Z.Z.05.0.A,12,2014-01-01,2025-01-01,A,05,
F035.XSE.V12.R.Z.2018.XBI.Z.Z.05.0.A,12,2014-01-01,2025-01-01,A,05,
F035.XSE.V12.R.Z.2018.XBS.Z.Z.05.0.A,12,2014-01-01,2025-01-01,A,05,
F035.XSE.V12.R.Z.2018.XBSSR.Z.Z.05.0.A,12,2014-01-01,2025-01-01,A,05,
F035.XSE.V12.R.Z.2018.Z.Z.Z.05.0.A,12,2014-01-01,2025-01-01,A,05,
F035.XSE.FLU.N.CLP.2018.03.Z.Z.06.0.A,13,2013-01-01,2025-01-01,A,06,
F035.XSE.FLU.N.CLP.2018.04.Z.Z.06.0.A,13,2013-01-01,2025-01-01,A,06,
F035.XSE.FLU.N.CLP.2018.102.Z.Z.06.0.A,13,2013-01-01,2025-01-01,A,06,
F035.XSE.FLU.N.CLP.2018.XBI.Z.Z.06.0.A,13,2013-01-01,2025-01-01,A,06,
F035.XSE.FLU.N.CLP.2018.XBS.Z.Z.06.0.A,13,2013-01-01,2025-01-01,A,06,
F035.XSE.FLU.N.CLP.2018.Z.Z.Z.06.0.A,13,2013-01-01,2025-01-01,A,06,
F035.XSE.FLU.R.CLP.2018.03.Z.Z.06.0.A,13,2013-01-01,2025-01-01,A,06,
F035.XSE.FLU.R.CLP.2018.04.Z.Z.06.0.A,13,2013-01-01,2025-01-01,A,06,
F035.XSE.FLU.R.CLP.2018.102.Z.Z.06.0.A,13,2013-01-01,2025-01-01,A,06,
F035.XSE.FLU.R.CLP.2018.XBI.Z.Z.06.0.A,13,2013-01-01,2025-01-01,A,06,
F035.XSE.FLU.R.CLP.2018.XBS.Z.Z.06.0.A,13,2013-01-01,2025-01-01,A,06,
F035.XSE.FLU.R.CLP.2018.Z.Z.Z.06.0.A,13,2013-01-01,2025-01-01,A,06,
F035.XSE.V12.R.Z.2018.03.Z.Z.06.0.A,12,2014-01-01,2025-01-01,A,06,
F035.XSE.V12.R.Z.2018.04.Z.Z.06.0.A,12,2014-01-01,2025-01-01,A,06,
F035.XSE.V12.R.Z.2018.102.Z.Z.06.0.A,12,2014-01-01,2025-01-01,A,06,
F035.XSE.V12.R.Z.2018.XBI.Z.Z.06.0.A,12,2014-01-01,2025-01-01,A,06,
F035.XSE.V12.R.Z.2018.XBS.Z.Z.06.0.A,12,2014-01-01,2025-01-01,A,06,
F035.XSE.V12.R.Z.2018.XBSSR.Z.Z.06.0.A,12,2014-01-01,2025-01-01,A,06,
F035.XSE.V12.R.Z.2018.Z.Z.Z.06.0.A,12,2014-01-01,2025-01-01,A,06,
F035.XSE.FLU.N.CLP.2018.03.Z.Z.07.0.A,13,2013-01-01,2025-01-01,A,07,
F035.XSE.FLU.N.CLP.2018.04.Z.Z.07.0.A,13,2013-01-01,2025-01-01,A,07,
F035.XSE.FLU.N.CLP.2018.102.Z.Z.07.0.A,13,2013-01-01,2025-01-01,A,07,
F035.XSE.FLU.N.CLP.2018.XBI.Z.Z.07.0.A,13,2013-01-01,2025-01-01,A,07,
F035.XSE.FLU.N.CLP.2018.XBS.Z.Z.07.0.A,13,2013-01-01,2025-01-01,A,07,
F035.XSE.FLU.N.CLP.2018.Z.Z.Z.07.0.A,13,2013-01-01,2025-01-01,A,07,
F035.XSE.FLU.R.CLP.2018.03.Z.Z.07.0.A,13,2013-01-01,2025-01-01,A,07,
F035.XSE.FLU.R.CLP.2018.04.Z.Z.07.0.A,13,2013-01-01,2025-01-01,A,07,
F035.XSE.FLU.R.CLP.2018.102.Z.Z.07.0.A,13,2013-01-01,2025-01-01,A,07,
F035.XSE.FLU.R.CLP.2018.XBI.Z.Z.07.0.A,13,2013-01-01,2025-01-01,A,07,
F035.XSE.FLU.R.CLP.2018.XBS.Z.Z.07.0.A,13,2013-01-01,2025-01-01,A,07,
F035.XSE.FLU.R.CLP.2018.Z.Z.Z.07.0.A,13,2013-01-01,2025-01-01,A,07,
F035.XSE.V12.R.Z.2018.03.Z.Z.07.0.A,12,2014-01-01,2025-01-01,A,07,
F035.XSE.V12.R.Z.2018.04.Z.Z.07.0.A,12,2014-01-01,2025-01-01,A,07,
F035.XSE.V12.R.Z.2018.102.Z.Z.07.0.A,12,2014-01-01,2025-01-01,A,07,
F035.XSE.V12.R.Z.2018.XBI.Z.Z.07.0.A,12,2014-01-01,2025-01-01,A,07,
F035.XSE.V12.R.Z.2018.XBS.Z.Z.07.0.A,12,2014-01-01,2025-01-01,A,07,
F035.XSE.V12.R.Z.2018.XBSSR.Z.Z.07.0.A,12,2014-01-01,2025-01-01,A,07,
F035.XSE.V12.R.Z.2018.Z.Z.Z.07.0.A,12,2014-01-01,2025-01-01,A,07,
F035.XSE.FLU.N.CLP.2018.03.Z.Z.08.0.A,13,2013-01-01,2025-01-01,A,08,
F035.XSE.FLU.N.CLP.2018.04.Z.Z.08.0.A,13,2013-01-01,2025-01-01,A,08,
F035.XSE.FLU.N.CLP.2018.102.Z.Z.08.0.A,13,2013-01-01,2025-01-01,A,08,
F035.XSE.FLU.N.CLP.2018.XBI.Z.Z.08.0.A,13,2013-01-01,2025-01-01,A,08,
F035.XSE.FLU.N.CLP.2018.XBS.Z.Z.08.0.A,13,2013-01-01,2025-01-01,A,08,
F035.XSE.FLU.N.CLP.2018.Z.Z.Z.08.0.A,13,2013-01-01,2025-01-01,A,08,
F035.XSE.FLU.R.CLP.2018.03.Z.Z.08.0.A,13,2013-01-01,2025-01-01,A,08,
F035.XSE.FLU.R.CLP.2018.04.Z.Z.08.0.A,13,2013-01-01,2025-01-01,A,08,
F035.XSE.FLU.R.CLP.2018.102.Z.Z.08.0.A,13,2013-01-01,2025-01-01,A,08,
F035.XSE.FLU.R.CLP.2018.XBI.Z.Z.08.0.A,13,2013-01-01,2025-01-01,A,08,
F035.XSE.FLU.R.CLP.2018.XBS.Z.Z.08.0.A,13,2013-01-01,2025-01-01,A,08,
F035.XSE.FLU.R.CLP.2018.Z.Z.Z.08.0.A,13,2013-01-01,2025-01-01,A,08,
F035.XSE.V12.R.Z.2018.03.Z.Z.08.0.A,12,2014-01-01,2025-01-01,A,08,
F035.XSE.V12.R.Z.2018.04.Z.Z.08.0.A,12,2014-01-01,2025-01-01,A,08,
F035.XSE.V12.R.Z.2018.102.Z.Z.08.0.A,12,2014-01-01,2025-01-01,A,08,
F035.XSE.V12.R.Z.2018.XBI.Z.Z.08.0.A,12,2014-01-01,2025-01-01,A,08,
F035.XSE.V12.R.Z.2018.XBS.Z.Z.08.0.A,12,2014-01-01,2025-01-01,A,08,
F035.XSE.V12.R.Z.2018.XBSSR.Z.Z.08.0.A,12,2014-01-01,2025-01-01,A,08,
F035.XSE.V12.R.Z.2018.Z.Z.Z.08.0.A,12,2014-01-01,2025-01-01,A,08,
F035.XSE.FLU.N.CLP.2018.03.Z.Z.09.0.A,13,2013-01-01,2025-01-01,A,09,
F035.XSE.FLU.N.CLP.2018.04.Z.Z.09.0.A,13,2013-01-01,2025-01-01,A,09,
F035.XSE.FLU.N.CLP.2018.102.Z.Z.09.0.A,13,2013-01-01,2025-01-01,A,09,
F035.XSE.FLU.N.CLP.2018.XBI.Z.Z.09.0.A,13,2013-01-01,2025-01-01,A,09,
F035.XSE.FLU.N.CLP.2018.XBS.Z.Z.09.0.A,13,2013-01-01,2025-01-01,A,09,
F035.XSE.FLU.N.CLP.2018.Z.Z.Z.09.0.A,13,2013-01-01,2025-01-01,A,09,
F035.XSE.FLU.R.CLP.2018.03.Z.Z.09.0.A,13,2013-01-01,2025-01-01,A,09,
F035.XSE.FLU.R.CLP.2018.04.Z.Z.09.0.A,13,2013-01-01,2025-01-01,A,09,
F035.XSE.FLU.R.CLP.2018.102.Z.Z.09.0.A,13,2013-01-01,2025-01-01,A,09,
F035.XSE.FLU.R.CLP.2018.XBI.Z.Z.09.0.A,13,2013-01-01,2025-01-01,A,09,
F035.XSE.FLU.R.CLP.2018.XBS.Z.Z.09.0.A,13,2013-01-01,2025-01-01,A,09,
F035.XSE.FLU.R.CLP.2018.Z.Z.Z.09.0.A,13,2013-01-01,2025-01-01,A,09,
F035.XSE.V12.R.Z.2018.03.Z.Z.09.0.A,12,2014-01-01,2025-01-01,A,09,
F035.XSE.V12.R.Z.2018.04.Z.Z.09.0.A,12,2014-01-01,2025-01-01,A,09,
F035.XSE.V12.R.Z.2018.102.Z.Z.09.0.A,12,2014-01-01,2025-01-01,A,09,
F035.XSE.V12.R.Z.2018.XBI.Z.Z.09.0.A,12,2014-01-01,2025-01-01,A,09,
F035.XSE.V12.R.Z.2018.XBS.Z.Z.09.0.A,12,2014-01-01,2025-01-01,A,09,
F035.XSE.V12.R.Z.2018.XBSSR.Z.Z.09.0.A,12,2014-01-01,2025-01-01,A,09,
F035.XSE.V12.R.Z.2018.Z.Z.Z.09.0.A,12,2014-01-01,2025-01-01,A,09,
F035.XSE.FLU.N.CLP.2018.03.Z.Z.10.0.A,13,2013-01-01,2025-01-01,A,10,
F035.XSE.FLU.N.CLP.2018.04.Z.Z.10.0.A,13,2013-01-01,2025-01-01,A,10,
F035.XSE.FLU.N.CLP.2018.102.Z.Z.10.0.A,13,2013-01-01,2025-01-01,A,10,
F035.XSE.FLU.N.CLP.2018.XBI.Z.Z.10.0.A,13,2013-01-01,2025-01-01,A,10,
F035.XSE.FLU.N.CLP.2018.XBS.Z.Z.10.0.A,13,2013-01-01,2025-01-01,A,10,
F035.XSE.FLU.N.CLP.2018.Z.Z.Z.10.0.A,13,2013-01-01,2025-01-01,A,10,
F035.XSE.FLU.R.CLP.2018.03.Z.Z.10.0.A,13,2013-01-01,2025-01-01,A,10,
F035.XSE.FLU.R.CLP.2018.04.Z.Z.10.0.A,13,2013-01-01,2025-01-01,A,10,
F035.XSE.FLU.R.CLP.2018.102.Z.Z.10.0.A,13,2013-01-01,2025-01-01,A,10,
F035.XSE.FLU.R.CLP.2018.XBI.Z.Z.10.0.A,13,2013-01-01,2025-01-01,A,10,
F035.XSE.FLU.R.CLP.2018.XBS.Z.Z.10.0.A,13,2013-01-01,2025-01-01,A,10,
F035.XSE.FLU.R.CLP.2018.Z.Z.Z.10.0.A,13,2013-01-01,2025-01-01,A,10,
F035.XSE.V12.R.Z.2018.03.Z.Z.10.0.A,12,2014-01-01,2025-01-01,A,10,
F035.XSE.V12.R.Z.2018.04.Z.Z.10.0.A,12,2014-01-01,2025-01-01,A,10,
F035.XSE.V12.R.Z.2018.102.Z.Z.10.0.A,12,2014-01-01,2025-01-01,A,10,
F035.XSE.V12.R.Z.2018.XBI.Z.Z.10.0.A,12,2014-01-01,2025-01-01,A,10,
F035.XSE.V12.R.Z.2018.XBS.Z.Z.10.0.A,12,2014-01-01,2025-01-01,A,10,
F035.XSE.V12.R.Z.2018.XBSSR.Z.Z.10.0.A,12,2014-01-01,2025-01-01,A,10,
F035.XSE.V12.R.Z.2018.Z.Z.Z.10.0.A,12,2014-01-01,2025-01-01,A,10,
F035.XSE.FLU.N.CLP.2018.03.Z.Z.11.0.A,13,2013-01-01,2025-01-01,A,11,
F035.XSE.FLU.N.CLP.2018.04.Z.Z.11.0.A,13,2013-01-01,2025-01-01,A,11,
F035.XSE.FLU.N.CLP.2018.102.Z.Z.11.0.A,13,2013-01-01,2025-01-01,A,11,
F035.XSE.FLU.N.CLP.2018.XBI.Z.Z.11.0.A,13,2013-01-01,2025-01-01,A,11,
F035.XSE.FLU.N.CLP.2018.XBS.Z.Z.11.0.A,13,2013-01-01,2025-01-01,A,11,
F035.XSE.FLU.N.CLP.2018.Z.Z.Z.11.0.A,13,2013-01-01,2025-01-01,A,11,
F035.XSE.FLU.R.CLP.2018.03.Z.Z.11.0.A,13,2013-01-01,2025-01-01,A,11,
F035.XSE.FLU.R.CLP.2018.04.Z.Z.11.0.A,13,2013-01-01,2025-01-01,A,11,
F035.XSE.FLU.R.CLP.2018.102.Z.Z.11.0.A,13,2013-01-01,2025-01-01,A,11,
F035.XSE.FLU.R.CLP.2018.XBI.Z.Z.11.0.A,13,2013-01-01,2025-01-01,A,11,
F035.XSE.FLU.R.CLP.2018.XBS.Z.Z.11.0.A,13,2013-01-01,2025-01-01,A,11,
F035.XSE.FLU.R.CLP.2018.Z.Z.Z.11.0.A,13,2013-01-01,2025-01-01,A,11,
F035.XSE.V12.R.Z.2018.03.Z.Z.11.0.A,12,2014-01-01,2025-01-01,A,11,
F035.XSE.V12.R.Z.2018.04.Z.Z.11.0.A,12,2014-01-01,2025-01-01,A,11,
F035.XSE.V12.R.Z.2018.102.Z.Z.11.0.A,12,2014-01-01,2025-01-01,A,11,
F035.XSE.V12.R.Z.2018.XBI.Z.Z.11.0.A,12,2014-01-01,2025-01-01,A,11,
F035.XSE.V12.R.Z.2018.XBS.Z.Z.11.0.A,12,2014-01-01,2025-01-01,A,11,
F035.XSE.V12.R.Z.2018.XBSSR.Z.Z.11.0.A,12,2014-01-01,2025-01-01,A,11,
F035.XSE.V12.R.Z.2018.Z.Z.Z.11.0.A,12,2014-01-01,2025-01-01,A,11,
F035.XSE.FLU.N.CLP.2018.03.Z.Z.12.0.A,13,2013-01-01,2025-01-01,A,12,
F035.XSE.FLU.N.CLP.2018.04.Z.Z.12.0.A,13,2013-01-01,2025-01-01,A,12,
F035.XSE.FLU.N.CLP.2018.102.Z.Z.12.0.A,13,2013-01-01,2025-01-01,A,12,
F035.XSE.FLU.N.CLP.2018.XBI.Z.Z.12.0.A,13,2013-01-01,2025-01-01,A,12,
F035.XSE.FLU.N.CLP.2018.XBS.Z.Z.12.0.A,13,2013-01-01,2025-01-01,A,12,
F035.XSE.FLU.N.CLP.2018.Z.Z.Z.12.0.A,13,2013-01-01,2025-01-01,A,12,
F035.XSE.FLU.R.CLP.2018.03.Z.Z.12.0.A,13,2013-01-01,2025-01-01,A,12,
F035.XSE.FLU.R.CLP.2018.04.Z.Z.12.0.A,13,2013-01-01,2025-01-01,A,12,
F035.XSE.FLU.R.CLP.2018.102.Z.Z.12.0.A,13,2013-01-01,2025-01-01,A,12,
F035.XSE.FLU.R.CLP.2018.XBI.Z.Z.12.0.A,13,2013-01-01,2025-01-01,A,12,
F035.XSE.FLU.R.CLP.2018.XBS.Z.Z.12.0.A,13,2013-01-01,2025-01-01,A,12,
F035.XSE.FLU.R.CLP.2018.Z.Z.Z.12.0.A,13,2013-01-01,2025-01-01,A,12,
F035.XSE.V12.R.Z.2018.03.Z.Z.12.0.A,12,2014-01-01,2025-01-01,A,12,
F035.XSE.V12.R.Z.2018.04.Z.Z.12.0.A,12,2014-01-01,2025-01-01,A,12,
F035.XSE.V12.R.Z.2018.102.Z.Z.12.0.A,12,2014-01-01,2025-01-01,A,12,
F035.XSE.V12.R.Z.2018.XBI.Z.Z.12.0.A,12,2014-01-01,2025-01-01,A,12,
F035.XSE.V12.R.Z.2018.XBS.Z.Z.12.0.A,12,2014-01-01,2025-01-01,A,12,
F035.XSE.V12.R.Z.2018.XBSSR.Z.Z.12.0.A,12,2014-01-01,2025-01-01,A,12,
F035.XSE.V12.R.Z.2018.Z.Z.Z.12.0.A,12,2014-01-01,2025-01-01,A,12,
F035.XSE.FLU.N.CLP.2018.03.Z.Z.13.0.A,13,2013-01-01,2025-01-01,A,13,
F035.XSE.FLU.N.CLP.2018.04.Z.Z.13.0.A,13,2013-01-01,2025-01-01,A,13,
F035.XSE.FLU.N.CLP.2018.102.Z.Z.13.0.A,13,2013-01-01,2025-01-01,A,13,
F035.XSE.FLU.N.CLP.2018.XBI.Z.Z.13.0.A,13,2013-01-01,2025-01-01,A,13,
F035.XSE.FLU.N.CLP.2018.XBS.Z.Z.13.0.A,13,2013-01-01,2025-01-01,A,13,
F035.XSE.FLU.N.CLP.2018.Z.Z.Z.13.0.A,13,2013-01-01,2025-01-01,A,13,
F035.XSE.FLU.R.CLP.2018.03.Z.Z.13.0.A,13,2013-01-01,2025-01-01,A,13,
F035.XSE.FLU.R.CLP.2018.04.Z.Z.13.0.A,13,2013-01-01,2025-01-01,A,13,
F035.XSE.FLU.R.CLP.2018.102.Z.Z.13.0.A,13,2013-01-01,2025-01-01,A,13,
F035.XSE.FLU.R.CLP.2018.XBI.Z.Z.13.0.A,13,2013-01-01,2025-01-01,A,13,
F035.XSE.FLU.R.CLP.2018.XBS.Z.Z.13.0.A,13,2013-01-01,2025-01-01,A,13,
F035.XSE.FLU.R.CLP.2018.Z.Z.Z.13.0.A,13,2013-01-01,2025-01-01,A,13,
F035.XSE.V12.R.Z.2018.03.Z.Z.13.0.A,12,2014-01-01,2025-01-01,A,13,
F035.XSE.V12.R.Z.2018.04.Z.Z.13.0.A,12,2014-01-01,2025-01-01,A,13,
F035.XSE.V12.R.Z.2018.102.Z.Z.13.0.A,12,2014-01-01,2025-01-01,A,13,
F035.XSE.V12.R.Z.2018.XBI.Z.Z.13.0.A,12,2014-01-01,2025-01-01,A,13,
F035.XSE.V12.R.Z.2018.XBS.Z.Z.13.0.A,12,2014-01-01,2025-01-01,A,13,
F035.XSE.V12.R.Z.2018.XBSSR.Z.Z.13.0.A,12,2014-01-01,2025-01-01,A,13,
F035.XSE.V12.R.Z.2018.Z.Z.Z.13.0.A,12,2014-01-01,2025-01-01,A,13,
F035.XSE.FLU.N.CLP.2018.03.Z.Z.14.0.A,13,2013-01-01,2025-01-01,A,14,
F035.XSE.FLU.N.CLP.2018.04.Z.Z.14.0.A,13,2013-01-01,2025-01-01,A,14,
F035.XSE.FLU.N.CLP.2018.102.Z.Z.14.0.A,13,2013-01-01,2025-01-01,A,14,
F035.XSE.FLU.N.CLP.2018.XBI.Z.Z.14.0.A,13,2013-01-01,2025-01-01,A,14,
F035.XSE.FLU.N.CLP.2018.XBS.Z.Z.14.0.A,13,2013-01-01,2025-01-01,A,14,
