series_code,n_obs,date_min,date_max,frequency,region_id,error
F035.XSE.FLU.N.CLP.2018.Z.Z.Z.14.0.A,13,2013-01-01,2025-01-01,A,14,
F035.XSE.FLU.R.CLP.2018.03.Z.Z.14.0.A,13,2013-01-01,2025-01-01,A,14,
F035.XSE.FLU.R.CLP.2018.04.Z.Z.14.0.A,13,2013-01-01,2025-01-01,A,14,
F035.XSE.FLU.R.CLP.2018.102.Z.Z.14.0.A,13,2013-01-01,2025-01-01,A,14,
F035.XSE.FLU.R.CLP.2018.XBI.Z.Z.14.0.A,13,2013-01-01,2025-01-01,A,14,
F035.XSE.FLU.R.CLP.2018.XBS.Z.Z.14.0.A,13,2013-01-01,2025-01-01,A,14,
F035.XSE.FLU.R.CLP.2018.Z.Z.Z.14.0.A,13,2013-01-01,2025-01-01,A,14,
F035.XSE.V12.R.Z.2018.03.Z.Z.14.0.A,12,2014-01-01,2025-01-01,A,14,
F035.XSE.V12.R.Z.2018.04.Z.Z.14.0.A,12,2014-01-01,2025-01-01,A,14,
F035.XSE.V12.R.Z.2018.102.Z.Z.14.0.A,12,2014-01-01,2025-01-01,A,14,
F035.XSE.V12.R.Z.2018.XBI.Z.Z.14.0.A,12,2014-01-01,2025-01-01,A,14,
F035.XSE.V12.R.Z.2018.XBS.Z.Z.14.0.A,12,2014-01-01,2025-01-01,A,14,
F035.XSE.V12.R.Z.2018.XBSSR.Z.Z.14.0.A,12,2014-01-01,2025-01-01,A,14,
F035.XSE.V12.R.Z.2018.Z.Z.Z.14.0.A,12,2014-01-01,2025-01-01,A,14,
F035.XSE.FLU.N.CLP.2018.03.Z.Z.15.0.A,13,2013-01-01,2025-01-01,A,15,
F035.XSE.FLU.N.CLP.2018.04.Z.Z.15.0.A,13,2013-01-01,2025-01-01,A,15,
F035.XSE.FLU.N.CLP.2018.102.Z.Z.15.0.A,13,2013-01-01,2025-01-01,A,15,
F035.XSE.FLU.N.CLP.2018.XBI.Z.Z.15.0.A,13,2013-01-01,2025-01-01,A,15,
F035.XSE.FLU.N.CLP.2018.XBS.Z.Z.15.0.A,13,2013-01-01,2025-01-01,A,15,
F035.XSE.FLU.N.CLP.2018.Z.Z.Z.15.0.A,13,2013-01-01,2025-01-01,A,15,
F035.XSE.FLU.R.CLP.2018.03.Z.Z.15.0.A,13,2013-01-01,2025-01-01,A,15,
F035.XSE.FLU.R.CLP.2018.04.Z.Z.15.0.A,13,2013-01-01,2025-01-01,A,15,
F035.XSE.FLU.R.CLP.2018.102.Z.Z.15.0.A,13,2013-01-01,2025-01-01,A,15,
F035.XSE.FLU.R.CLP.2018.XBI.Z.Z.15.0.A,13,2013-01-01,2025-01-01,A,15,
F035.XSE.FLU.R.CLP.2018.XBS.Z.Z.15.0.A,13,2013-01-01,2025-01-01,A,15,
F035.XSE.FLU.R.CLP.2018.Z.Z.Z.15.0.A,13,2013-01-01,2025-01-01,A,15,
F035.XSE.V12.R.Z.2018.03.Z.Z.15.0.A,12,2014-01-01,2025-01-01,A,15,
F035.XSE.V12.R.Z.2018.04.Z.Z.15.0.A,12,2014-01-01,2025-01-01,A,15,
F035.XSE.V12.R.Z.2018.102.Z.Z.15.0.A,12,2014-01-01,2025-01-01,A,15,
F035.XSE.V12.R.Z.2018.XBI.Z.Z.15.0.A,12,2014-01-01,2025-01-01,A,15,
F035.XSE.V12.R.Z.2018.XBS.Z.Z.15.0.A,12,2014-01-01,2025-01-01,A,15,
F035.XSE.V12.R.Z.2018.XBSSR.Z.Z.15.0.A,12,2014-01-01,2025-01-01,A,15,
F035.XSE.V12.R.Z.2018.Z.Z.Z.15.0.A,12,2014-01-01,2025-01-01,A,15,
F035.XSE.FLU.N.CLP.2018.03.Z.Z.16.0.A,13,2013-01-01,2025-01-01,A,16,
F035.XSE.FLU.N.CLP.2018.04.Z.Z.16.0.A,13,2013-01-01,2025-01-01,A,16,
F035.XSE.FLU.N.CLP.2018.102.Z.Z.16.0.A,13,2013-01-01,2025-01-01,A,16,
F035.XSE.FLU.N.CLP.2018.XBI.Z.Z.16.0.A,13,2013-01-01,2025-01-01,A,16,
F035.XSE.FLU.N.CLP.2018.XBS.Z.Z.16.0.A,13,2013-01-01,2025-01-01,A,16,
F035.XSE.FLU.N.CLP.2018.Z.Z.Z.16.0.A,13,2013-01-01,2025-01-01,A,16,
F035.XSE.FLU.R.CLP.2018.03.Z.Z.16.0.A,13,2013-01-01,2025-01-01,A,16,
F035.XSE.FLU.R.CLP.2018.04.Z.Z.16.0.A,13,2013-01-01,2025-01-01,A,16,
F035.XSE.FLU.R.CLP.2018.102.Z.Z.16.0.A,13,2013-01-01,2025-01-01,A,16,
F035.XSE.FLU.R.CLP.2018.XBI.Z.Z.16.0.A,13,2013-01-01,2025-01-01,A,16,
F035.XSE.FLU.R.CLP.2018.XBS.Z.Z.16.0.A,13,2013-01-01,2025-01-01,A,16,
F035.XSE.FLU.R.CLP.2018.Z.Z.Z.16.0.A,13,2013-01-01,2025-01-01,A,16,
F035.XSE.V12.R.Z.2018.03.Z.Z.16.0.A,12,2014-01-01,2025-01-01,A,16,
F035.XSE.V12.R.Z.2018.04.Z.Z.16.0.A,12,2014-01-01,2025-01-01,A,16,
F035.XSE.V12.R.Z.2018.102.Z.Z.16.0.A,12,2014-01-01,2025-01-01,A,16,
F035.XSE.V12.R.Z.2018.XBI.Z.Z.16.0.A,12,2014-01-01,2025-01-01,A,16,
F035.XSE.V12.R.Z.2018.XBS.Z.Z.16.0.A,12,2014-01-01,2025-01-01,A,16,
F035.XSE.V12.R.Z.2018.XBSSR.Z.Z.16.0.A,12,2014-01-01,2025-01-01,A,16,
F035.XSE.V12.R.Z.2018.Z.Z.Z.16.0.A,12,2014-01-01,2025-01-01,A,16,
F035.CVRC.FLU.Z.CLP.Z.Z.Z.Z.01.0.M,102,2018-01-01,2026-06-01,M,01,
F035.CVRCITA.FLU.Z.CLP.Z.Z.Z.Z.01.0.M,102,2018-01-01,2026-06-01,M,01,
F035.CVRCITE.FLU.Z.CLP.Z.Z.Z.Z.01.0.M,102,2018-01-01,2026-06-01,M,01,
F035.CVRV.FLU.Z.CLP.Z.Z.Z.Z.01.0.M,102,2018-01-01,2026-06-01,M,01,
F035.CVRVITA.FLU.Z.CLP.Z.Z.Z.Z.01.0.M,102,2018-01-01,2026-06-01,M,01,
F035.CVRVITE.FLU.Z.CLP.Z.Z.Z.Z.01.0.M,102,2018-01-01,2026-06-01,M,01,
F035.NFRC.FLU.Z.N.Z.Z.Z.Z.01.0.M,102,2018-01-01,2026-06-01,M,01,
F035.NFRCITA.FLU.Z.N.Z.Z.Z.Z.01.0.M,102,2018-01-01,2026-06-01,M,01,
F035.NFRCITE.FLU.Z.N.Z.Z.Z.Z.01.0.M,102,2018-01-01,2026-06-01,M,01,
F035.NFRV.FLU.Z.N.Z.Z.Z.Z.01.0.M,102,2018-01-01,2026-06-01,M,01,
F035.NFRVITA.FLU.Z.N.Z.Z.Z.Z.01.0.M,102,2018-01-01,2026-06-01,M,01,
F035.NFRVITE.FLU.Z.N.Z.Z.Z.Z.01.0.M,102,2018-01-01,2026-06-01,M,01,
F035.CVRC.FLU.Z.CLP.Z.Z.Z.Z.02.0.M,102,2018-01-01,2026-06-01,M,02,
F035.CVRCITA.FLU.Z.CLP.Z.Z.Z.Z.02.0.M,102,2018-01-01,2026-06-01,M,02,
F035.CVRCITE.FLU.Z.CLP.Z.Z.Z.Z.02.0.M,102,2018-01-01,2026-06-01,M,02,
F035.CVRV.FLU.Z.CLP.Z.Z.Z.Z.02.0.M,102,2018-01-01,2026-06-01,M,02,
F035.CVRVITA.FLU.Z.CLP.Z.Z.Z.Z.02.0.M,102,2018-01-01,2026-06-01,M,02,
F035.CVRVITE.FLU.Z.CLP.Z.Z.Z.Z.02.0.M,102,2018-01-01,2026-06-01,M,02,
F035.NFRC.FLU.Z.N.Z.Z.Z.Z.02.0.M,102,2018-01-01,2026-06-01,M,02,
F035.NFRCITA.FLU.Z.N.Z.Z.Z.Z.02.0.M,102,2018-01-01,2026-06-01,M,02,
F035.NFRCITE.FLU.Z.N.Z.Z.Z.Z.02.0.M,102,2018-01-01,2026-06-01,M,02,
F035.NFRV.FLU.Z.N.Z.Z.Z.Z.02.0.M,102,2018-01-01,2026-06-01,M,02,
F035.NFRVITA.FLU.Z.N.Z.Z.Z.Z.02.0.M,102,2018-01-01,2026-06-01,M,02,
F035.NFRVITE.FLU.Z.N.Z.Z.Z.Z.02.0.M,102,2018-01-01,2026-06-01,M,02,
F035.CVRC.FLU.Z.CLP.Z.Z.Z.Z.03.0.M,102,2018-01-01,2026-06-01,M,03,
F035.CVRCITA.FLU.Z.CLP.Z.Z.Z.Z.03.0.M,102,2018-01-01,2026-06-01,M,03,
F035.CVRCITE.FLU.Z.CLP.Z.Z.Z.Z.03.0.M,102,2018-01-01,2026-06-01,M,03,
F035.CVRV.FLU.Z.CLP.Z.Z.Z.Z.03.0.M,102,2018-01-01,2026-06-01,M,03,
F035.CVRVITA.FLU.Z.CLP.Z.Z.Z.Z.03.0.M,102,2018-01-01,2026-06-01,M,03,
F035.CVRVITE.FLU.Z.CLP.Z.Z.Z.Z.03.0.M,102,2018-01-01,2026-06-01,M,03,
F035.NFRC.FLU.Z.N.Z.Z.Z.Z.03.0.M,102,2018-01-01,2026-06-01,M,03,
F035.NFRCITA.FLU.Z.N.Z.Z.Z.Z.03.0.M,102,2018-01-01,2026-06-01,M,03,
F035.NFRCITE.FLU.Z.N.Z.Z.Z.Z.03.0.M,102,2018-01-01,2026-06-01,M,03,
F035.NFRV.FLU.Z.N.Z.Z.Z.Z.03.0.M,102,2018-01-01,2026-06-01,M,03,
F035.NFRVITA.FLU.Z.N.Z.Z.Z.Z.03.0.M,102,2018-01-01,2026-06-01,M,03,
F035.NFRVITE.FLU.Z.N.Z.Z.Z.Z.03.0.M,102,2018-01-01,2026-06-01,M,03,
F035.CVRC.FLU.Z.CLP.Z.Z.Z.Z.04.0.M,102,2018-01-01,2026-06-01,M,04,
F035.CVRCITA.FLU.Z.CLP.Z.Z.Z.Z.04.0.M,102,2018-01-01,2026-06-01,M,04,
F035.CVRCITE.FLU.Z.CLP.Z.Z.Z.Z.04.0.M,102,2018-01-01,2026-06-01,M,04,
F035.CVRV.FLU.Z.CLP.Z.Z.Z.Z.04.0.M,102,2018-01-01,2026-06-01,M,04,
F035.CVRVITA.FLU.Z.CLP.Z.Z.Z.Z.04.0.M,102,2018-01-01,2026-06-01,M,04,
F035.CVRVITE.FLU.Z.CLP.Z.Z.Z.Z.04.0.M,102,2018-01-01,2026-06-01,M,04,
F035.NFRC.FLU.Z.N.Z.Z.Z.Z.04.0.M,102,2018-01-01,2026-06-01,M,04,
F035.NFRCITA.FLU.Z.N.Z.Z.Z.Z.04.0.M,102,2018-01-01,2026-06-01,M,04,
F035.NFRCITE.FLU.Z.N.Z.Z.Z.Z.04.0.M,102,2018-01-01,2026-06-01,M,04,
F035.NFRV.FLU.Z.N.Z.Z.Z.Z.04.0.M,102,2018-01-01,2026-06-01,M,04,
F035.NFRVITA.FLU.Z.N.Z.Z.Z.Z.04.0.M,102,2018-01-01,2026-06-01,M,04,
F035.NFRVITE.FLU.Z.N.Z.Z.Z.Z.04.0.M,102,2018-01-01,2026-06-01,M,04,
F035.CVRC.FLU.Z.CLP.Z.Z.Z.Z.05.0.M,102,2018-01-01,2026-06-01,M,05,
F035.CVRCITA.FLU.Z.CLP.Z.Z.Z.Z.05.0.M,102,2018-01-01,2026-06-01,M,05,
F035.CVRCITE.FLU.Z.CLP.Z.Z.Z.Z.05.0.M,102,2018-01-01,2026-06-01,M,05,
F035.CVRV.FLU.Z.CLP.Z.Z.Z.Z.05.0.M,102,2018-01-01,2026-06-01,M,05,
F035.CVRVITA.FLU.Z.CLP.Z.Z.Z.Z.05.0.M,102,2018-01-01,2026-06-01,M,05,
F035.CVRVITE.FLU.Z.CLP.Z.Z.Z.Z.05.0.M,102,2018-01-01,2026-06-01,M,05,
F035.NFRC.FLU.Z.N.Z.Z.Z.Z.05.0.M,102,2018-01-01,2026-06-01,M,05,
F035.NFRCITA.FLU.Z.N.Z.Z.Z.Z.05.0.M,102,2018-01-01,2026-06-01,M,05,
F035.NFRCITE.FLU.Z.N.Z.Z.Z.Z.05.0.M,102,2018-01-01,2026-06-01,M,05,
F035.NFRV.FLU.Z.N.Z.Z.Z.Z.05.0.M,102,2018-01-01,2026-06-01,M,05,
F035.NFRVITA.FLU.Z.N.Z.Z.Z.Z.05.0.M,102,2018-01-01,2026-06-01,M,05,
F035.NFRVITE.FLU.Z.N.Z.Z.Z.Z.05.0.M,102,2018-01-01,2026-06-01,M,05,
F035.CVRC.FLU.Z.CLP.Z.Z.Z.Z.06.0.M,102,2018-01-01,2026-06-01,M,06,
F035.CVRCITA.FLU.Z.CLP.Z.Z.Z.Z.06.0.M,102,2018-01-01,2026-06-01,M,06,
F035.CVRCITE.FLU.Z.CLP.Z.Z.Z.Z.06.0.M,102,2018-01-01,2026-06-01,M,06,
F035.CVRV.FLU.Z.CLP.Z.Z.Z.Z.06.0.M,102,2018-01-01,2026-06-01,M,06,
F035.CVRVITA.FLU.Z.CLP.Z.Z.Z.Z.06.0.M,102,2018-01-01,2026-06-01,M,06,
F035.CVRVITE.FLU.Z.CLP.Z.Z.Z.Z.06.0.M,102,2018-01-01,2026-06-01,M,06,
F035.NFRC.FLU.Z.N.Z.Z.Z.Z.06.0.M,102,2018-01-01,2026-06-01,M,06,
F035.NFRCITA.FLU.Z.N.Z.Z.Z.Z.06.0.M,102,2018-01-01,2026-06-01,M,06,
F035.NFRCITE.FLU.Z.N.Z.Z.Z.Z.06.0.M,102,2018-01-01,2026-06-01,M,06,
F035.NFRV.FLU.Z.N.Z.Z.Z.Z.06.0.M,102,2018-01-01,2026-06-01,M,06,
F035.NFRVITA.FLU.Z.N.Z.Z.Z.Z.06.0.M,102,2018-01-01,2026-06-01,M,06,
F035.NFRVITE.FLU.Z.N.Z.Z.Z.Z.06.0.M,102,2018-01-01,2026-06-01,M,06,
F035.CVRC.FLU.Z.CLP.Z.Z.Z.Z.07.0.M,102,2018-01-01,2026-06-01,M,07,
F035.CVRCITA.FLU.Z.CLP.Z.Z.Z.Z.07.0.M,102,2018-01-01,2026-06-01,M,07,
F035.CVRCITE.FLU.Z.CLP.Z.Z.Z.Z.07.0.M,102,2018-01-01,2026-06-01,M,07,
F035.CVRV.FLU.Z.CLP.Z.Z.Z.Z.07.0.M,102,2018-01-01,2026-06-01,M,07,
F035.CVRVITA.FLU.Z.CLP.Z.Z.Z.Z.07.0.M,102,2018-01-01,2026-06-01,M,07,
F035.CVRVITE.FLU.Z.CLP.Z.Z.Z.Z.07.0.M,102,2018-01-01,2026-06-01,M,07,
F035.NFRC.FLU.Z.N.Z.Z.Z.Z.07.0.M,102,2018-01-01,2026-06-01,M,07,
F035.NFRCITA.FLU.Z.N.Z.Z.Z.Z.07.0.M,102,2018-01-01,2026-06-01,M,07,
F035.NFRCITE.FLU.Z.N.Z.Z.Z.Z.07.0.M,102,2018-01-01,2026-06-01,M,07,
F035.NFRV.FLU.Z.N.Z.Z.Z.Z.07.0.M,102,2018-01-01,2026-06-01,M,07,
F035.NFRVITA.FLU.Z.N.Z.Z.Z.Z.07.0.M,102,2018-01-01,2026-06-01,M,07,
F035.NFRVITE.FLU.Z.N.Z.Z.Z.Z.07.0.M,102,2018-01-01,2026-06-01,M,07,
F035.CVRC.FLU.Z.CLP.Z.Z.Z.Z.08.0.M,102,2018-01-01,2026-06-01,M,08,
F035.CVRCITA.FLU.Z.CLP.Z.Z.Z.Z.08.0.M,102,2018-01-01,2026-06-01,M,08,
F035.CVRCITE.FLU.Z.CLP.Z.Z.Z.Z.08.0.M,102,2018-01-01,2026-06-01,M,08,
F035.CVRV.FLU.Z.CLP.Z.Z.Z.Z.08.0.M,102,2018-01-01,2026-06-01,M,08,
F035.CVRVITA.FLU.Z.CLP.Z.Z.Z.Z.08.0.M,102,2018-01-01,2026-06-01,M,08,
F035.CVRVITE.FLU.Z.CLP.Z.Z.Z.Z.08.0.M,102,2018-01-01,2026-06-01,M,08,
F035.NFRC.FLU.Z.N.Z.Z.Z.Z.08.0.M,102,2018-01-01,2026-06-01,M,08,
F035.NFRCITA.FLU.Z.N.Z.Z.Z.Z.08.0.M,102,2018-01-01,2026-06-01,M,08,
F035.NFRCITE.FLU.Z.N.Z.Z.Z.Z.08.0.M,102,2018-01-01,2026-06-01,M,08,
F035.NFRV.FLU.Z.N.Z.Z.Z.Z.08.0.M,102,2018-01-01,2026-06-01,M,08,
F035.NFRVITA.FLU.Z.N.Z.Z.Z.Z.08.0.M,102,2018-01-01,2026-06-01,M,08,
F035.NFRVITE.FLU.Z.N.Z.Z.Z.Z.08.0.M,102,2018-01-01,2026-06-01,M,08,
F035.CVRC.FLU.Z.CLP.Z.Z.Z.Z.09.0.M,102,2018-01-01,2026-06-01,M,09,
F035.CVRCITA.FLU.Z.CLP.Z.Z.Z.Z.09.0.M,102,2018-01-01,2026-06-01,M,09,
F035.CVRCITE.FLU.Z.CLP.Z.Z.Z.Z.09.0.M,102,2018-01-01,2026-06-01,M,09,
F035.CVRV.FLU.Z.CLP.Z.Z.Z.Z.09.0.M,102,2018-01-01,2026-06-01,M,09,
F035.CVRVITA.FLU.Z.CLP.Z.Z.Z.Z.09.0.M,102,2018-01-01,2026-06-01,M,09,
F035.CVRVITE.FLU.Z.CLP.Z.Z.Z.Z.09.0.M,102,2018-01-01,2026-06-01,M,09,
F035.NFRC.FLU.Z.N.Z.Z.Z.Z.09.0.M,102,2018-01-01,2026-06-01,M,09,
F035.NFRCITA.FLU.Z.N.Z.Z.Z.Z.09.0.M,102,2018-01-01,2026-06-01,M,09,
F035.NFRCITE.FLU.Z.N.Z.Z.Z.Z.09.0.M,102,2018-01-01,2026-06-01,M,09,
F035.NFRV.FLU.Z.N.Z.Z.Z.Z.09.0.M,102,2018-01-01,2026-06-01,M,09,
F035.NFRVITA.FLU.Z.N.Z.Z.Z.Z.09.0.M,102,2018-01-01,2026-06-01,M,09,
F035.NFRVITE.FLU.Z.N.Z.Z.Z.Z.09.0.M,102,2018-01-01,2026-06-01,M,09,
F035.CVRC.FLU.Z.CLP.Z.Z.Z.Z.10.0.M,102,2018-01-01,2026-06-01,M,10,
F035.CVRCITA.FLU.Z.CLP.Z.Z.Z.Z.10.0.M,102,2018-01-01,2026-06-01,M,10,
F035.CVRCITE.FLU.Z.CLP.Z.Z.Z.Z.10.0.M,102,2018-01-01,2026-06-01,M,10,
F035.CVRV.FLU.Z.CLP.Z.Z.Z.Z.10.0.M,102,2018-01-01,2026-06-01,M,10,
F035.CVRVITA.FLU.Z.CLP.Z.Z.Z.Z.10.0.M,102,2018-01-01,2026-06-01,M,10,
F035.CVRVITE.FLU.Z.CLP.Z.Z.Z.Z.10.0.M,102,2018-01-01,2026-06-01,M,10,
F035.NFRC.FLU.Z.N.Z.Z.Z.Z.10.0.M,102,2018-01-01,2026-06-01,M,10,
F035.NFRCITA.FLU.Z.N.Z.Z.Z.Z.10.0.M,102,2018-01-01,2026-06-01,M,10,
F035.NFRCITE.FLU.Z.N.Z.Z.Z.Z.10.0.M,102,2018-01-01,2026-06-01,M,10,
F035.NFRV.FLU.Z.N.Z.Z.Z.Z.10.0.M,102,2018-01-01,2026-06-01,M,10,
F035.NFRVITA.FLU.Z.N.Z.Z.Z.Z.10.0.M,102,2018-01-01,2026-06-01,M,10,
F035.NFRVITE.FLU.Z.N.Z.Z.Z.Z.10.0.M,102,2018-01-01,2026-06-01,M,10,
F035.CVRC.FLU.Z.CLP.Z.Z.Z.Z.11.0.M,102,2018-01-01,2026-06-01,M,11,
F035.CVRCITA.FLU.Z.CLP.Z.Z.Z.Z.11.0.M,102,2018-01-01,2026-06-01,M,11,
F035.CVRCITE.FLU.Z.CLP.Z.Z.Z.Z.11.0.M,102,2018-01-01,2026-06-01,M,11,
F035.CVRV.FLU.Z.CLP.Z.Z.Z.Z.11.0.M,102,2018-01-01,2026-06-01,M,11,
F035.CVRVITA.FLU.Z.CLP.Z.Z.Z.Z.11.0.M,102,2018-01-01,2026-06-01,M,11,
F035.CVRVITE.FLU.Z.CLP.Z.Z.Z.Z.11.0.M,102,2018-01-01,2026-06-01,M,11,
F035.NFRC.FLU.Z.N.Z.Z.Z.Z.11.0.M,102,2018-01-01,2026-06-01,M,11,
F035.NFRCITA.FLU.Z.N.Z.Z.Z.Z.11.0.M,102,2018-01-01,2026-06-01,M,11,
F035.NFRCITE.FLU.Z.N.Z.Z.Z.Z.11.0.M,102,2018-01-01,2026-06-01,M,11,
F035.NFRV.FLU.Z.N.Z.Z.Z.Z.11.0.M,102,2018-01-01,2026-06-01,M,11,
F035.NFRVITA.FLU.Z.N.Z.Z.Z.Z.11.0.M,102,2018-01-01,2026-06-01,M,11,
F035.NFRVITE.FLU.Z.N.Z.Z.Z.Z.11.0.M,102,2018-01-01,2026-06-01,M,11,
F035.CVRC.FLU.Z.CLP.Z.Z.Z.Z.12.0.M,102,2018-01-01,2026-06-01,M,12,
F035.CVRCITA.FLU.Z.CLP.Z.Z.Z.Z.12.0.M,102,2018-01-01,2026-06-01,M,12,
F035.CVRCITE.FLU.Z.CLP.Z.Z.Z.Z.12.0.M,102,2018-01-01,2026-06-01,M,12,
F035.CVRV.FLU.Z.CLP.Z.Z.Z.Z.12.0.M,102,2018-01-01,2026-06-01,M,12,
F035.CVRVITA.FLU.Z.CLP.Z.Z.Z.Z.12.0.M,102,2018-01-01,2026-06-01,M,12,
F035.CVRVITE.FLU.Z.CLP.Z.Z.Z.Z.12.0.M,102,2018-01-01,2026-06-01,M,12,
F035.NFRC.FLU.Z.N.Z.Z.Z.Z.12.0.M,102,2018-01-01,2026-06-01,M,12,
F035.NFRCITA.FLU.Z.N.Z.Z.Z.Z.12.0.M,102,2018-01-01,2026-06-01,M,12,
F035.NFRCITE.FLU.Z.N.Z.Z.Z.Z.12.0.M,102,2018-01-01,2026-06-01,M,12,
F035.NFRV.FLU.Z.N.Z.Z.Z.Z.12.0.M,102,2018-01-01,2026-06-01,M,12,
F035.NFRVITA.FLU.Z.N.Z.Z.Z.Z.12.0.M,102,2018-01-01,2026-06-01,M,12,
F035.NFRVITE.FLU.Z.N.Z.Z.Z.Z.12.0.M,102,2018-01-01,2026-06-01,M,12,
F035.CVRC.FLU.Z.CLP.Z.Z.Z.Z.13.0.M,102,2018-01-01,2026-06-01,M,13,
F035.CVRCITA.FLU.Z.CLP.Z.Z.Z.Z.13.0.M,102,2018-01-01,2026-06-01,M,13,
F035.CVRCITE.FLU.Z.CLP.Z.Z.Z.Z.13.0.M,102,2018-01-01,2026-06-01,M,13,
F035.CVRV.FLU.Z.CLP.Z.Z.Z.Z.13.0.M,102,2018-01-01,2026-06-01,M,13,
F035.CVRVITA.FLU.Z.CLP.Z.Z.Z.Z.13.0.M,102,2018-01-01,2026-06-01,M,13,
F035.CVRVITE.FLU.Z.CLP.Z.Z.Z.Z.13.0.M,102,2018-01-01,2026-06-01,M,13,
F035.NFRC.FLU.Z.N.Z.Z.Z.Z.13.0.M,102,2018-01-01,2026-06-01,M,13,
F035.NFRCITA.FLU.Z.N.Z.Z.Z.Z.13.0.M,102,2018-01-01,2026-06-01,M,13,
F035.NFRCITE.FLU.Z.N.Z.Z.Z.Z.13.0.M,102,2018-01-01,2026-06-01,M,13,
F035.NFRV.FLU.Z.N.Z.Z.Z.Z.13.0.M,102,2018-01-01,2026-06-01,M,13,
F035.NFRVITA.FLU.Z.N.Z.Z.Z.Z.13.0.M,102,2018-01-01,2026-06-01,M,13,
F035.NFRVITE.FLU.Z.N.Z.Z.Z.Z.13.0.M,102,2018-01-01,2026-06-01,M,13,
F035.CVRC.FLU.Z.CLP.Z.Z.Z.Z.14.0.M,102,2018-01-01,2026-06-01,M,14,
F035.CVRCITA.FLU.Z.CLP.Z.Z.Z.Z.14.0.M,102,2018-01-01,2026-06-01,M,14,
F035.CVRCITE.FLU.Z.CLP.Z.Z.Z.Z.14.0.M,102,2018-01-01,2026-06-01,M,14,
F035.CVRV.FLU.Z.CLP.Z.Z.Z.Z.14.0.M,102,2018-01-01,2026-06-01,M,14,
F035.CVRVITA.FLU.Z.CLP.Z.Z.Z.Z.14.0.M,102,2018-01-01,2026-06-01,M,14,
F035.CVRVITE.FLU.Z.CLP.Z.Z.Z.Z.14.0.M,102,2018-01-01,2026-06-01,M,14,
F035.NFRC.FLU.Z.N.Z.Z.Z.Z.14.0.M,102,2018-01-01,2026-06-01,M,14,
F035.NFRCITA.FLU.Z.N.Z.Z.Z.Z.14.0.M,102,2018-01-01,2026-06-01,M,14,
F035.NFRCITE.FLU.Z.N.Z.Z.Z.Z.14.0.M,102,2018-01-01,2026-06-01,M,14,
F035.NFRV.FLU.Z.N.Z.Z.Z.Z.14.0.M,102,2018-01-01,2026-06-01,M,14,
F035.NFRVITA.FLU.Z.N.Z.Z.Z.Z.14.0.M,102,2018-01-01,2026-06-01,M,14,
F035.NFRVITE.FLU.Z.N.Z.Z.Z.Z.14.0.M,102,2018-01-01,2026-06-01,M,14,
F035.CVRC.FLU.Z.CLP.Z.Z.Z.Z.15.0.M,102,2018-01-01,2026-06-01,M,15,
F035.CVRCITA.FLU.Z.CLP.Z.Z.Z.Z.15.0.M,102,2018-01-01,2026-06-01,M,15,
F035.CVRCITE.FLU.Z.CLP.Z.Z.Z.Z.15.0.M,102,2018-01-01,2026-06-01,M,15,
F035.CVRV.FLU.Z.CLP.Z.Z.Z.Z.15.0.M,102,2018-01-01,2026-06-01,M,15,
F035.CVRVITA.FLU.Z.CLP.Z.Z.Z.Z.15.0.M,102,2018-01-01,2026-06-01,M,15,
F035.CVRVITE.FLU.Z.CLP.Z.Z.Z.Z.15.0.M,102,2018-01-01,2026-06-01,M,15,
F035.NFRC.FLU.Z.N.Z.Z.Z.Z.15.0.M,102,2018-01-01,2026-06-01,M,15,
F035.NFRCITA.FLU.Z.N.Z.Z.Z.Z.15.0.M,102,2018-01-01,2026-06-01,M,15,
F035.NFRCITE.FLU.Z.N.Z.Z.Z.Z.15.0.M,102,2018-01-01,2026-06-01,M,15,
F035.NFRV.FLU.Z.N.Z.Z.Z.Z.15.0.M,102,2018-01-01,2026-06-01,M,15,
F035.NFRVITA.FLU.Z.N.Z.Z.Z.Z.15.0.M,102,2018-01-01,2026-06-01,M,15,
F035.NFRVITE.FLU.Z.N.Z.Z.Z.Z.15.0.M,102,2018-01-01,2026-06-01,M,15,
F035.CVRC.FLU.Z.CLP.Z.Z.Z.Z.16.0.M,102,2018-01-01,2026-06-01,M,16,
F035.CVRCITA.FLU.Z.CLP.Z.Z.Z.Z.16.0.M,102,2018-01-01,2026-06-01,M,16,
F035.CVRCITE.FLU.Z.CLP.Z.Z.Z.Z.16.0.M,102,2018-01-01,2026-06-01,M,16,
F035.CVRV.FLU.Z.CLP.Z.Z.Z.Z.16.0.M,102,2018-01-01,2026-06-01,M,16,
F035.CVRVITA.FLU.Z.CLP.Z.Z.Z.Z.16.0.M,102,2018-01-01,2026-06-01,M,16,
F035.CVRVITE.FLU.Z.CLP.Z.Z.Z.Z.16.0.M,102,2018-01-01,2026-06-01,M,16,
F035.NFRC.FLU.Z.N.Z.Z.Z.Z.16.0.M,102,2018-01-01,2026-06-01,M,16,
F035.NFRCITA.FLU.Z.N.Z.Z.Z.Z.16.0.M,102,2018-01-01,2026-06-01,M,16,
F035.NFRCITE.FLU.Z.N.Z.Z.Z.Z.16.0.M,102,2018-01-01,2026-06-01,M,16,
F035.NFRV.FLU.Z.N.Z.Z.Z.Z.16.0.M,102,2018-01-01,2026-06-01,M,16,
